X,Y,Z,Alteration,Cu,Au,Mo,As,Bn,Cp,Cc,Cv,En,Py,Pyr,Mol,Ga,Sph,TS
651183.31,4765485.82,738.98,2,0.38,0.04,115,50,0,30,0,0,0,70,0,0,0,0,20000
651245.87,4765348.19,793.06,2,1.4,0.03,125,50,0,70,0,0,0,30,0,0,0,0,30000
651261.03,4765684.48,677.24,2,1.16,0.04,77,50,0,50,0,0,0,50,0,0,0,0,60000
651334.59,4765745.48,948.71,2,1.57,0,22,50,30,30,0,0,0,40,0,0,0,0,30000
651609.86,4766063.23,481.08,2,0.7,0.04,70,50,0,80,0,0,0,20,0,0,0,0,30000
651574.05,4765938.61,576.73,2,1.46,0.06,61,50,30,50,0,0,0,20,0,0,0,0,20000
651532.81,4765985.71,735.03,2,2.64,0.12,5,50,0,90,0,0,0,10,0,0,0,0,60000
651453.22,4765819.28,628.62,2,3.05,0.07,34,50,10,50,0,0,0,40,0,0,0,0,40000
651325.43,4765425.51,521.67,2,1.02,0.02,105,50,10,90,0,0,0,0,0,0,0,0,30000
651298.99,4765571.2,607.1,2,1.82,0.03,160,50,20,20,0,0,0,60,0,0,0,0,40000
651320.11,4765635.45,928.23,2,1.45,0.06,20,50,0,80,0,0,0,20,0,0,0,0,40000
651486.79,4766110.49,681.77,2,0.8,0.03,10,170,0,80,0,0,0,20,0,0,0,0,40000
651279.63,4765479.88,526.48,2,0.58,0.06,125,50,0,30,0,0,0,70,0,0,0,0,50000
651434.72,4765680.71,723.93,2,1.35,0,5,50,0,70,0,0,0,30,0,0,0,0,40000
651272.8,4765552.68,598.26,2,0.97,0.01,195,50,0,70,0,0,0,30,0,0,0,0,25000
651263.91,4765548.57,698.71,2,1.48,0.03,32,50,10,80,0,0,0,10,0,0,0,0,30000
651323.7,4765381.64,663.92,2,1.29,0.01,63,50,0,80,0,0,0,20,0,0,0,0,40000
651437.14,4765714.64,751.17,2,1.42,0.03,22,50,0,90,0,0,0,10,0,0,0,0,30000
651314.54,4765759.19,706.58,2,1.17,0.05,90,50,90,0,0,0,0,10,0,0,0,0,15000
651319.25,4765644.9,910.63,2,1.89,0.08,28,270,10,45,0,0,0,45,0,0,0,0,40000
651450.79,4765860.39,702.13,2,3.27,0.13,45,50,20,60,0,0,0,20,0,0,0,0,60000
651310.78,4765448.54,482.19,2,0.46,0.02,53,50,0,80,0,0,0,20,0,0,0,0,10000
651746.07,4766542.68,310.68,2,1.89,0.04,11,50,0,60,0,0,0,40,0,0,0,0,50000
651728.09,4766630.51,232.9,2,4.73,0.11,5,50,50,50,0,0,0,0,0,0,0,0,45000
651297.16,4765588.56,575.61,2,1.37,0.05,185,250,20,20,0,0,0,60,0,0,0,0,40000
651443.46,4766067.29,792.56,2,0.81,0.03,14,50,0,50,0,0,0,50,0,0,0,0,40000
651340.96,4765739.85,969,2,1.28,0.03,17,50,0,40,0,0,0,60,0,0,0,0,45000
650431.64,4765004.25,1103.83,2,0.15,0.03,12.9,121,0,0,0,0,0,100,0,0,0,0,30000
650732.31,4765966.26,1056.07,2,0.02,0,5,50,0,10,0,0,0,90,0,0,0,0,20000
650242.03,4765247.72,881.95,2,0.27,0.14,14.75,31.5,0,0,0,0,0,100,0,0,0,0,150000
651131.01,4765546.37,806.91,2,0.76,0.04,120,50,0,40,0,0,0,60,0,0,0,0,40000
651274.83,4765550.69,603.55,2,1.16,0.03,105,50,10,40,0,0,0,50,0,0,0,0,10000
651270.77,4765554.66,592.98,2,0.89,0.02,140,50,0,70,0,0,0,30,0,0,0,0,10000
651621.28,4766051.99,517.73,2,0.93,0.05,53,50,20,80,0,0,0,0,0,0,0,0,20000
651300.82,4765302.22,681,2,1.32,0.02,68,50,0,60,0,0,0,40,0,0,0,0,40000
651341.66,4765656.07,505.02,2,0.78,0.02,110,110,40,60,0,0,0,0,0,0,0,0,20000
650246.65,4765247.85,909.56,2,0.36,0.04,14.65,797,1,3,1,0,0,95,0,0,0,0,150000
651454.58,4765553.92,563.83,2,4.07,0.03,75,50,30,60,0,0,0,10,0,0,0,0,70000
651299.49,4765566.38,615.85,2,2.23,0.03,38,50,20,20,0,0,0,60,0,0,0,0,40000
651556.49,4765967.2,811.32,2,1.07,0.02,17,50,0,60,0,0,0,40,0,0,0,0,40000
651299.33,4765652.75,788.64,2,1.26,0.06,24,250,30,20,0,0,0,50,0,0,0,0,60000
651314.69,4765768.36,691.09,2,1.33,0.03,25,50,0,35,0,0,0,65,0,0,0,0,60000
651764.26,4766053.33,340.95,2,-99,-99,-99,-99,90,10,0,0,0,0,0,0,0,0,10000
651253.9,4765694.92,750.48,2,1.71,0.08,36,50,0,30,0,0,0,70,0,0,0,0,100000
651727.68,4766570.76,222.88,2,1.47,0.22,60,170,0,83.45,0,0,0,16.55,0,0,0,0,40000
651316.87,4765438.78,498.55,2,0.75,0.02,46,50,40,10,0,0,0,50,0,0,0,0,30000
651312.94,4765760.17,782.77,2,0.75,0.02,19,50,0,20,0,0,0,80,0,0,0,0,40000
651318.12,4765387.5,682.21,2,0.62,0.02,76,50,0,40,0,0,0,60,0,0,0,0,50000
651317.45,4765664.75,873.66,2,1.63,0.03,24,50,0,65,0,0,0,35,0,0,0,0,50000
651229.64,4765570.5,790.06,2,1.41,0.04,160,50,20,60,0,0,0,20,0,0,0,0,40000
651275.73,4765668.84,855.09,2,1.62,0.12,39,50,0,60,0,0,0,40,0,0,0,0,60000
651273.48,4765552.02,600.03,2,0.9,0.02,93,50,0,40,0,0,0,60,0,0,0,0,10000
651366.25,4765515.61,586.11,2,0.74,0.02,33,50,0,50,0,0,0,50,0,0,0,0,50000
651340.7,4765739.42,688.97,2,3.08,0.15,46,50,40,50,0,0,0,10,0,0,0,0,55000
651356.64,4765726.68,632.54,2,0.82,0.11,26,120,20,70,0,0,0,10,0,0,0,0,20000
651451.65,4765795.07,622.92,2,2.33,0.08,21,50,20,50,0,0,0,30,0,0,0,0,40000
651134.37,4765608.63,919.04,2,0.75,0,48,50,0,70,0,0,0,30,0,0,0,0,20000
651318.96,4765833.42,588.01,2,1.25,0.09,110,25,0,75,0,0,0,25,0,0,0,0,30000
651550.14,4765972.16,790.85,2,2.65,0.12,5,50,0,60,0,0,0,40,0,0,0,0,50000
650627.27,4765000.05,980.45,2,0.14,0.04,20.9,195.5,7,23,0,0,0,70,0,0,0,0,55000
650915.3,4765510.84,861.91,2,0.63,0.05,63,-99,0,30,0,0,0,70,0,0,0,0,60000
651278.59,4765669.72,728.32,2,0.89,0.03,29,50,0,70,0,0,0,30,0,0,0,0,40000
651458,4765549.55,587.18,2,2.05,0.08,31,50,0,60,0,0,0,40,0,0,0,0,60000
651345.59,4765735.61,672.06,2,2.99,0.21,10,-99,50,50,0,0,0,0,0,0,0,0,50000
651276.23,4765543.18,800.74,2,1.3,0.05,57,50,0,50,0,0,0,50,0,0,0,0,60000
651255.69,4765553.82,720.64,2,1.38,0.03,47,50,0,70,0,0,0,30,0,0,0,0,40000
651455.93,4765790.88,639.89,2,1.62,0.07,19,50,40,60,0,0,0,0,0,0,0,0,40000
651347.58,4765356.45,587.43,2,2.97,0.13,32,50,60,40,0,0,0,0,0,0,0,0,90000
651266.34,4765815.73,718.76,2,0.8,0.08,65,140,0,70,0,0,0,30,0,0,0,0,25000
651197.51,4765309.13,562.79,2,0.46,0.03,32,50,0,80,0,0,0,20,0,0,0,0,10000
651320.43,4765631.68,935.28,2,1.14,0.01,21,50,0,70,0,0,0,30,0,0,0,0,35000
651270.88,4765548.56,780.1,2,1.11,0.03,24,50,0,60,0,0,0,40,0,0,0,0,40000
651180.92,4765402.49,652.63,2,0.28,0.04,37,50,0,40,0,0,0,60,0,0,0,0,10000
651402.02,4765509.32,515.73,2,0.79,0.06,30,50,33.53,20,0,0,0,46.47,0,0,0,0,35300
650245.66,4765247.82,903.65,2,0.38,0.03,12.7,18.8,0,0,0,0,0,100,0,0,0,0,150000
651355.11,4765377.58,490.77,2,0.65,0.02,110,50,0,60,0,0,0,40,0,0,0,0,30000
650627.87,4765000.01,990.43,2,0.16,0.03,8.07,23.3,5,25,0,0,0,70,0,0,0,0,50000
650921.11,4765303.78,1008.83,2,0.42,0.05,61,50,0,30,0,0,0,70,0,0,0,0,60000
651264.8,4765817.62,713.28,2,0.81,0.09,105,50,0,30,0,0,0,70,0,0,0,0,25000
650311.66,4765154.73,825.92,2,0.09,0.02,5.43,18,0,20,0,0,0,80,0,0,0,0,40000
651273.8,4765545.63,791.36,2,2.07,0.02,52,50,0,20,0,0,0,80,0,0,0,0,80000
651305.11,4765765.91,809.03,2,2.03,0.03,25,50,0,70,0,0,0,30,0,0,0,0,70000
651302.15,4765775.89,841.57,2,2.21,0.06,5,50,0,50,0,0,0,50,0,0,0,0,35000
651586.51,4766425.04,397.67,2,2.81,0.13,11,50,30,50,0,0,0,20,0,0,0,0,50000
651335.17,4765744.97,950.55,2,1.8,0.03,26,110,0,50,0,0,0,50,0,0,0,0,50000
651293.82,4765620.38,517.89,2,0.91,0.03,115,50,15,20,0,0,0,65,0,0,0,0,30000
651816.88,4766224.39,428.73,2,1.23,0.09,51,50,0,100,0,0,0,0,0,0,0,0,40000
651140.18,4765661.09,848.63,2,0.68,0.03,45,25,0,80,0,0,0,20,0,0,0,0,30000
651325.94,4765761.58,935.23,2,0.38,0.02,26,50,0,60,0,0,0,40,0,0,0,0,40000
651250.21,4765557.32,735.25,2,1.05,0.03,58,260,30,50,0,0,10,10,0,0,0,0,20000
650632.08,4764999.96,1054.29,2,0.25,0.04,78.9,182.5,10,25,0,0,0,65,0,0,0,0,55000
651485.09,4765904.89,735.77,2,1.25,0.02,80,280,20,30,0,0,0,50,0,0,0,0,40000
651735.08,4766559.44,258.39,2,1.49,0.03,5,140,50,50,0,0,0,0,0,0,0,0,40000
651276.14,4765668.4,857,2,0.99,0.19,37,50,0,40,0,0,0,60,0,0,0,0,55000
651449.06,4765798.25,652.37,2,2.09,0.05,18,50,0,70,0,0,0,30,0,0,0,0,40000
651351.76,4765723.15,780.1,2,2.32,0.06,32,50,0,80,0,0,0,20,0,0,0,0,40000
651304.56,4765365.77,760.99,2,1.69,0,87,50,40,50,0,0,0,10,0,0,0,0,30000
651314.19,4765391.57,695.01,2,1.06,0.02,190,50,70,20,0,0,0,10,0,0,0,0,30000
651133.2,4765597.08,935.32,2,0.73,0,25,50,0,65,0,0,0,35,0,0,0,0,30000
651300.59,4765651.73,792.29,2,1.52,0.03,5,50,0,50,0,0,0,50,0,0,0,0,60000
651285.21,4765658.88,898.98,2,1.08,0,84,50,0,60,0,0,0,40,0,0,0,0,40000
651551.82,4765492.66,630.02,2,0.68,0.01,34,120,0,20,0,0,0,80,0,0,0,0,50000
651476.32,4766241.94,628.58,2,1.24,0.05,5,50,0,70,0,0,0,30,0,0,0,0,40000
651757.65,4766525.36,364.8,2,1.32,0.03,29,50,0,90,0,0,0,10,0,0,0,0,30000
651463.46,4765932.37,648.52,2,3.74,0.15,28,50,100,0,0,0,0,0,0,0,0,0,25000
651549.95,4765495.75,600.24,2,1.07,0.04,30,50,20,80,0,0,0,0,0,0,0,0,30000
651259.8,4765824.04,695.01,2,0.56,0.04,155,50,0,70,0,0,0,30,0,0,0,0,20000
651550.2,4765495.34,604.21,2,0.61,0.03,115,50,0,60,0,0,0,40,0,0,0,0,40000
651457.87,4765678.15,574.39,2,1.42,0.07,30,50,0,100,0,0,0,0,0,0,0,0,30000
651186.71,4765397.64,664.42,2,0.52,0.05,195,50,0,70,0,0,0,30,0,0,0,0,30000
650315.72,4765153.72,887.78,2,0.36,0.02,19.15,97.1,7,35,0,0,0,55,0,3,0,0,65000
651587.24,4766424.34,399.4,2,2.88,0.11,5,140,10,50,0,0,0,40,0,0,0,0,60000
651316.85,4765673.23,857.79,2,1.13,0.07,15,430,10,30,0,0,0,60,0,0,0,0,30000
651194.58,4765297.5,569.93,2,0.48,0.1,155,50,0,50,0,0,0,50,0,0,0,0,40000
651316.02,4765801.86,636.58,2,1.07,0.02,190,50,10,80,0,0,0,10,0,0,0,0,30000
651314.33,4765724.64,765.15,2,2.21,0.04,13,50,0,60,0,0,0,40,0,0,0,0,70000
650928.58,4766030.99,881.02,2,0.23,0.05,10,130,0,20,0,0,0,80,0,0,0,0,30000
651813.92,4766630.2,117.68,2,3.71,0.05,5,50,10,70,0,0,0,20,0,0,0,0,80000
651355.14,4765720.71,789.19,2,1.85,0.16,29,50,10,70,0,0,0,20,0,0,0,0,40000
651346.15,4765363.23,655.68,2,1.23,0.02,35,50,0,70,0,0,0,30,0,0,0,0,30000
651640.19,4766640.01,382.91,2,2.94,0.34,5,50,0,100,0,0,0,0,0,0,0,0,50000
651325.94,4765844.58,791.47,2,0.75,0.03,27,50,0,35,0,0,0,65,0,0,0,0,40000
651577.78,4766433.48,376.97,2,1.7,0.02,5,50,0,40,0,0,0,60,0,0,0,0,40000
650528.04,4765000.77,1017.47,2,0.44,0.04,23.7,68.4,10,15,0,0,0,75,0,0,0,0,50000
651261.96,4765563.36,570.12,2,1.24,0.04,145,50,0,0,0,0,0,0,0,0,0,0,0
651191.67,4765393.48,674.52,2,0.39,0.08,310,50,0,40,0,0,0,60,0,0,0,0,40000
651325.94,4765809.58,852.09,2,1.14,0.03,25,50,10,40,0,0,0,50,0,0,0,0,40000
651557.72,4765743.08,366.24,2,1.53,0.22,18,50,100,0,0,0,0,0,0,0,0,0,20000
651314.58,4765761.23,703.14,2,1.47,0.05,13,120,90,10,0,0,0,0,0,0,0,0,20000
651444.99,4765801.58,596.51,2,1.67,0.13,21,50,80,20,0,0,0,0,0,0,0,0,30000
651453.46,4765555.41,556.05,2,2.84,0.07,17,50,90,10,0,0,0,0,0,0,0,0,40000
651424.77,4765689.68,679.92,2,1.19,0,27,50,0,70,0,0,0,30,0,0,0,0,40000
651330.98,4765500.51,514.34,2,0.54,0.04,43,1270,0,30,0,0,0,70,0,0,0,0,40000
651490.97,4766020.08,599.44,2,0.67,0.07,41,50,0,100,0,0,0,0,0,0,0,0,25000
651710.85,4766637.45,202.07,2,1.13,0.14,76,50,0,70,0,0,0,30,0,0,0,0,30000
651232.22,4765589.4,623.91,2,1.29,0.02,50,50,30,40,0,0,0,30,0,0,0,0,40000
651296.78,4765404.86,682.54,2,1.25,0.01,46,50,0,50,10,0,0,40,0,0,0,0,30000
651282.74,4765544.56,864.92,2,1.42,0.02,31,50,0,60,0,0,0,40,0,0,0,0,40000
651351.32,4765643.29,558.68,2,0.72,0.04,72,50,0,80,0,0,0,20,0,0,0,0,30000
651473.29,4766038.39,843.85,2,1.03,0.03,29,50,0,40,0,0,0,60,0,0,0,0,50000
651244.32,4765349.46,789.6,2,1.47,0.02,49,50,0,70,0,0,0,30,0,0,0,0,40000
651418.88,4765604.31,695.09,2,1.46,0.03,35,50,0,70,0,0,0,30,0,0,0,0,40000
651260.4,4765685.01,675.41,2,1.23,0.04,81,50,10,40,0,0,0,50,0,0,0,0,50000
651215.54,4765270.08,633.1,2,1.78,0.02,63,350,25,0,0,0,0,75,0,0,0,0,70000
651245.41,4765560.38,748.05,2,0.95,0.03,77,120,20,40,0,0,0,40,0,0,0,0,30000
650313.32,4765154.29,851.86,2,0.05,0.01,13.4,10.3,0,18,0,0,0,80,0,2,0,0,40000
651258.2,4765689.49,771.36,2,1.75,0.08,33,50,10,70,0,0,0,20,0,0,0,0,60000
651762.38,4766616.56,296.97,2,2.33,0.03,10,50,10,80,0,0,0,10,0,0,0,0,40000
651330.28,4765747.45,724.62,2,2.36,0.1,16,50,0,80,0,0,0,20,0,0,0,0,30000
651325.94,4765833.58,810.52,2,1.34,0.07,19,50,0,40,0,0,0,60,0,0,0,0,40000
651179.23,4765403.91,649.3,2,0.81,0.03,64,50,0,40,0,0,0,60,0,0,0,0,20000
651434.39,4765802.03,605.24,2,2.98,0.32,56,50,50,50,0,0,0,0,0,0,0,0,40000
651280,4765478.15,530.07,2,0.77,0.03,185,170,0,60,0,0,0,40,0,0,0,0,40000
651436.45,4765679.15,731.58,2,1.35,0,5,50,0,70,0,0,0,30,0,0,0,0,35000
651293.9,4765525.67,868.31,2,0.46,0.02,18,50,0,30,0,0,0,70,0,0,0,0,70000
651469.86,4765777.55,694.59,2,1.15,0.02,25,120,0,40,0,0,0,60,0,0,0,0,50000
650567.34,4764999.24,980.99,3,0.5,0.06,14.57,278.25,5,5,0,0,0,90,0,0,0,0,70000
651163.03,4766199.13,-609.19,3,0.09,0.09,98.8,20.7,0,30,0,0,0,68,0,2,0,0,30000
650427.18,4764953.77,1108.83,3,0.09,0.4,14.65,8.9,0,18,0,0,0,80,0,2,0,0,20000
651748.68,4765982.75,204.64,3,0.17,0.07,26,50,0,10,0,0,0,90,0,0,0,0,60000
651578.89,4766098.98,375.18,3,0.67,1.04,39,230,0,30,0,0,0,70,0,0,0,0,40000
650395.73,4764801.93,1026.47,3,0.08,0.03,11.23,15.84,0,0,0,0,0,100,0,0,0,0,5000
650624.91,4764948.88,978.62,3,0.25,0.1,16.25,112,0,25,0,0,0,75,0,0,0,0,20000
650254.24,4765049.59,951.63,3,0.2,0.11,29.9,52.3,0,15,0,0,0,85,0,0,0,0,30000
651007.82,4765955.86,615.42,3,0.94,0.35,34,50,20,70,0,0,0,10,0,0,0,0,20000
651553.22,4766132.72,284.62,3,0.46,0.08,21,50,0,70,0,0,0,30,0,0,0,0,20000
650629.83,4765751.4,766.96,3,0.25,0.03,111.5,11.3,0,30,0,0,0,70,0,0,0,0,20000
651492.65,4765951.38,435.99,3,0.59,0.07,215,50,0,50,0,0,0,50,0,0,0,0,30000
651422.76,4765476.84,564.28,3,3.36,0.24,11,50,70,20,0,0,0,10,0,0,0,0,40000
651421.85,4765599.76,336.71,3,0.56,0.04,130,510,0,30,0,0,0,70,0,0,0,0,50000
650745.39,4765132.64,938.33,3,-99,-99,-99,-99,0,10,0,0,0,90,0,0,0,0,25000
651329.03,4765279.98,582.38,3,1.12,0.03,58,50,0,90,0,0,0,10,0,0,0,0,30000
650165.94,4764997.48,1045.13,3,0.2,0.13,56.8,240,0,15,0,0,0,85,0,0,0,0,25000
650548.7,4764835.03,1066.41,3,0.05,0.02,9.19,29.18,0,1,1,0,0,98,0,0,0,0,50000
650084.29,4765048.13,1038.54,3,0.13,0.23,4.09,248,0,18,0,0,0,80,0,2,0,0,30000
651231.26,4766406.38,671,3,-99,-99,-99,-99,0,0,0,0,0,100,0,0,0,0,15000
650735.35,4765099.36,1025.92,3,0.05,0.02,25.81,20.51,0,20,0,0,0,80,0,0,0,0,70000
651857.8,4766471.12,163.56,3,1.47,0.06,18,50,25,45,0,0,0,30,0,0,0,0,25000
651426.7,4766152.1,449,3,1.03,0.05,140,50,0,80,0,0,0,20,0,0,0,0,40000
651491.41,4766495.61,299.23,3,0.1,0.02,55,50,0,40,0,0,0,60,0,0,0,0,10000
650277.99,4764997.97,1000.65,3,0.22,0.08,15,56.4,0,10,0,0,0,90,0,0,0,0,30000
650331.63,4764901.58,954.8,3,0.07,0.02,3.87,8.7,0,45,0,0,0,55,0,0,0,0,10000
650589.56,4764920.16,1111.21,3,0.36,0.04,10.34,246.75,0,0,0,0,0,100,0,0,0,0,20000
651408.4,4765824.51,715.72,3,3.69,0.59,41,120,10,90,0,0,0,0,0,0,0,0,50000
651436.89,4766144.25,488.98,3,0.69,0.02,99,50,0,100,0,0,0,0,0,0,0,0,30000
650268.79,4764997.82,974.21,3,0.16,0.1,16.2,64.7,0,10,0,0,0,88,0,2,0,0,30000
651084.45,4765630.33,299.14,3,0.25,0.1,24,50,0,30,0,0,0,70,0,0,0,0,30000
650905.37,4765724.01,98.28,3,0.29,0.04,59.2,4.9,0,25,0,0,0,75,0,0,0,0,30000
651784.52,4766247.69,193.15,3,0.82,0.33,15,50,20,50,0,0,0,30,0,0,0,0,30000
650956.6,4765919.32,468.47,3,0.35,0.04,20,50,0,70,0,0,0,30,0,0,0,0,30000
650849.05,4766169.72,112.76,3,0.91,0.51,14.7,57.5,0,15,0,0,0,83,0,2,0,0,60000
650387.25,4764950.88,864.09,3,0.05,0.03,2.53,45.6,0,30,0,0,0,70,0,0,0,0,1000
650264.86,4764997.76,962.87,3,0.16,0.21,36.1,82.1,0,15,0,0,0,84,0,1,0,0,20000
650234.22,4765098.65,1127.5,3,0.9,0.15,37.2,37,0,5,10,0,0,85,0,0,0,0,20000
651146.92,4765516.27,607.28,3,0.38,0.07,44,50,0,30,0,0,0,70,0,0,0,0,30000
651163.82,4765771.97,53.25,3,0.22,0.11,16,50,0,20,0,0,0,80,0,0,0,0,10000
651613.77,4766671.93,236.29,3,-99,-99,-99,-99,0,0,0,0,0,100,0,0,0,0,10000
651406.2,4766679.5,145.04,3,1.26,0.16,110,50,0,70,0,0,0,30,0,0,0,0,40000
650059.92,4764884.08,1086.81,3,0.13,0.06,5.8,26.35,0,0,0,0,0,100,0,0,0,0,10000
650816.72,4766120.73,768.07,3,0.08,0.03,5,50,0,10,0,0,0,90,0,0,0,0,40000
650860.06,4765727.17,202.83,3,0.14,0.02,21.8,13.4,0,70,0,0,0,28,0,2,0,0,15000
651330.1,4766007.88,559.14,3,0.94,0.06,140,50,0,40,0,0,0,60,0,0,0,0,40000
651874.26,4766345.8,204.69,3,0.83,0.26,5,50,30,30,0,0,0,40,0,0,0,0,30000
651592.95,4766081.76,424.39,3,0.9,0.21,61,230,0,30,0,0,0,70,0,0,0,0,40000
650132.42,4764996.3,985.97,3,0.11,0.08,2.11,47.8,0,45,0,0,0,55,0,0,0,0,15000
650653.78,4765471.91,190.05,3,0.52,0.42,48.1,90.5,0,15,0,0,0,85,0,0,0,0,80000
651018.15,4765954.55,598.34,3,1.03,0.17,120,50,0,80,0,0,0,20,0,0,0,0,30000
650217.07,4765098.02,1035.08,3,0.43,0.22,65,33.6,0,40,0,0,0,52,0,8,0,0,30000
651588.96,4765592.74,523.02,3,1.02,0.02,39,50,10,80,0,0,0,10,0,0,0,0,30000
650393.85,4764802.19,1112.45,3,0.08,0.06,7.14,31.8,0,0,0,0,0,100,0,0,0,0,5000
651331.9,4766676.31,70.22,3,-99,-99,-99,-99,10,35,0,0,0,50,0,0,5,0,20000
651406.66,4766168.15,369.02,3,0.89,0.08,34,50,0,80,0,0,0,20,0,0,0,0,40000
651413.79,4765699.59,632.16,3,2.04,0.08,13,50,20,50,0,0,0,30,0,0,0,0,30000
650719.7,4765737.94,549.17,3,-99,-99,-99,-99,0,38,0,0,0,60,0,2,0,0,35000
650091.94,4765048.05,1128.22,3,0.26,0.31,45.4,42.9,0,10,0,0,0,90,0,0,0,0,3000
651359.44,4766159.03,636,3,1.06,0.05,88,50,0,70,0,0,0,30,0,0,0,0,30000
651230.96,4766406.13,1085,3,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0
650933.17,4765932.04,564.85,3,0.58,0.06,52,50,0,40,0,0,0,60,0,0,0,0,40000
651554.01,4766680.08,309.68,3,0.8,0.09,270,50,0,80,0,0,0,20,0,0,0,0,20000
651168.15,4764775.43,1012.28,3,0.63,0.03,56.72,140.32,0,0,0,0,0,100,0,0,0,0,60000
650472.29,4764922.11,1120.42,3,2.24,1.37,12.27,70.8,0,30,40,0,0,30,0,0,0,0,70000
650938.56,4765720.76,23.36,3,0.97,0.4,109,25.5,0,43,0,0,0,55,0,2,0,0,35000
651839.94,4766479.03,138.22,3,0.83,0.26,13,50,80,0,0,0,0,20,0,0,0,0,10000
650928.43,4765934.43,584.13,3,0.99,0.16,130,50,0,70,0,0,0,30,0,0,0,0,40000
650258.57,4765049.54,962.82,3,0.09,0.02,15.8,7.6,0,10,0,0,0,90,0,0,0,0,15000
650994.87,4765981,668.7,3,0.27,0.05,19,50,0,60,0,0,0,40,0,0,0,0,30000
651598.95,4766046.42,393.22,3,0.89,0.06,155,50,0,60,0,0,0,40,0,0,0,0,40000
650151.16,4764996.96,1019.03,3,0.08,0.09,23.5,49.8,0,15,0,0,0,85,0,0,0,0,25000
650644.7,4765471.75,222.81,3,0.05,0.02,17,18.3,0,5.87,0,0,0,94.13,0,0,0,0,30000
651441.34,4766141,506.11,3,0.86,0.02,72,120,0,80,0,0,0,20,0,0,0,0,40000
650960.76,4765916.94,451.12,3,0.03,0,5,50,0,0,0,0,0,100,0,0,0,0,20000
651826.44,4766199.53,289.98,3,1.17,0.34,190,620,0,40,0,0,0,60,0,0,0,0,50000
651224.45,4766252.18,685.94,3,1.33,0.17,63,50,0,40,0,0,0,60,0,0,0,0,40000
651221.78,4765717.95,564.48,3,0.5,0.14,53,140,0,10,0,0,0,90,0,0,0,0,40000
650875.28,4766079.01,547.52,3,0.37,0.13,71,50,0,20,0,0,0,80,0,0,0,0,30000
650924.43,4764928.17,998.48,3,0.05,0.01,11,-99,0,0,0,0,0,100,0,0,0,0,40000
650072.67,4764993.08,1081.84,3,0.07,0.03,2.5,10,0,25,0,0,0,75,0,0,0,0,10000
651548.94,4766708.16,-52.46,3,0.74,0.15,19,50,0,50,0,0,0,50,0,0,0,0,40000
650984.21,4765990.19,704,3,0.33,0.09,23,50,0,25,0,0,0,75,0,0,0,0,50000
650480.33,4764927.67,1092.81,3,1.46,0.41,15.55,803.5,10,30,0,0,0,60,0,0,0,0,70000
651143.39,4766198.13,-558.9,3,0.22,0.06,13.35,4.5,0,35,0,0,0,63,0,2,0,0,30000
651810.72,4766232.03,409.04,3,0.83,0.06,49,50,0,30,0,0,0,70,0,0,0,0,40000
651570.02,4766014.8,326.2,3,0.83,0.17,78,50,0,50,0,0,0,50,0,0,0,0,30000
650676.08,4765138.1,1075.11,3,0.03,0.01,1.69,6.47,0,20,0,0,0,80,0,0,0,0,50000
651370.05,4766146.69,656.27,3,0.94,0.08,68,50,0,50,0,0,0,50,0,0,0,0,30000
651546.75,4766141.96,261.19,3,0.08,0.05,12,50,0,0,0,0,0,100,0,0,0,0,10000
650631.13,4764949.23,1056.37,3,0.02,0,1.76,8,0,10,0,0,0,90,0,0,0,0,30000
650782.1,4766163.95,260.16,3,0.66,0.22,38.2,33.3,0,33,0,0,0,65,0,2,0,0,30000
650400.46,4765003.6,918.44,3,0.2,0.05,29,6.4,0,30,0,0,0,70,0,0,0,0,30000
650759.32,4765731.83,455.38,3,0.72,0.21,54.3,81.4,0,55,0,0,0,45,0,0,0,0,35000
650316.96,4764999,1112.03,3,0.02,0,3.17,19.7,0,0,0,0,0,100,0,0,0,0,5000
651423.08,4766138.56,473.34,3,0.73,0.04,58,50,0,60,0,0,0,40,0,0,0,0,40000
651313.99,4765291.47,529.67,3,2.99,0.23,105,50,40,50,0,0,0,10,0,0,0,0,30000
651531.2,4766603.86,304.09,3,0.54,0.12,215,50,0,50,0,0,0,50,0,0,0,0,30000
650077.1,4764993.04,1107.46,3,1.19,0.42,5.67,12.1,0,40,0,0,0,57,0,3,0,0,60000
650399.78,4765003.61,914.49,3,0.14,0.06,13.8,26.6,0,25,0,0,0,75,0,0,0,0,30000
650739.6,4765103.66,1011.1,3,0.71,0.07,54.72,11.11,0,20,0,0,0,80,0,0,0,0,70000
650472.27,4764921.74,1110.43,3,2.09,0.8,28.45,130.5,10,30,30,0,0,30,0,0,0,0,70000
650687.12,4765150.13,1040.79,3,0.9,0.08,112.25,10.95,0,40,0,0,0,60,0,0,0,0,80000
650867.03,4764838.61,1058.57,3,0.03,0,10.69,108.25,0,0,0,0,0,100,0,0,0,0,25000
650196.15,4764950.57,1059.02,3,0.15,0.05,-99,-99,0,20,0,0,0,80,0,0,0,0,30000
650749.94,4765733.24,477.42,3,-99,-99,-99,-99,0,40,0,0,0,60,0,0,0,0,15000
650675.3,4764899.08,937.19,3,0.06,0.01,6.56,8.03,0,20,0,0,0,80,0,0,0,0,70000
