X,Y,Z,Alteration,Cu,Au,Mo,As,Bn,Cp,Cc,Cv,En,Py,Pyr,Mol,Ga,Sph,TS
651360.73,4765500.71,711.04,1,0.47,0.08,86,810,10,0,0,0,0,90,0,0,0,0,60000
651315.87,4765290.66,904.08,1,0.03,0.04,19,50,0,20,0,0,0,80,0,0,0,0,10000
651401.21,4765848.6,741.73,1,2.68,0.22,21,50,50,50,0,0,0,0,0,0,0,0,30000
651231.12,4766406.41,499,1,0.09,0,9.5,203,0,5,0,0,0,95,0,0,0,0,80000
651322.56,4766503.07,528.25,1,-99,-99,-99,-99,0,20,0,0,0,80,0,0,0,0,20000
650923.79,4765379.22,1083.63,1,0.31,0.02,102,-99,0,20,0,0,0,80,0,0,0,0,70000
651203.65,4765470.34,814.79,1,0.59,0.08,25,310,35,20,0,0,0,45,0,0,0,0,20000
651352.74,4765392.18,589.03,1,1.9,0.04,190,50,0,40,0,0,0,60,0,0,0,0,60000
651560.85,4765620.22,397.01,1,2.42,0.47,800,170,30,50,0,0,0,20,0,0,0,0,50000
651313.83,4766507.25,370.55,1,-99,-99,-99,-99,0,40,0,0,0,60,0,0,0,0,30000
651467.01,4765927.61,663.38,1,3.63,0.52,49,110,100,0,0,0,0,0,0,0,0,0,70000
651013.87,4765382.14,932.33,1,-99,-99,-99,-99,0,6,0,0,1,93,0,0,0,0,35000
651431.24,4765626.38,864.76,1,0.13,0,27,200,0,20,0,0,0,80,0,0,0,0,30000
651483.97,4765628.55,490.55,1,1.31,0.06,21,50,0,100,0,0,0,0,0,0,0,0,35000
651239.86,4765558.78,937.31,1,0.74,0.03,42,380,30,10,0,0,20,40,0,0,0,0,30000
651236.59,4765455.5,939.04,1,0.32,0.02,5,50,10,10,0,0,0,80,0,0,0,0,30000
651254.98,4765435.63,990.14,1,0.54,0.06,29,190,0,0,0,0,50,50,0,0,0,0,20000
651342.32,4765511.11,747.33,1,2.79,0.1,56,220,30,29.5,0.5,0,0,40,0,0,0,0,70000
651230.92,4766406.39,445,1,0.08,0.1,9.08,24.3,0,5,0,0,0,95,0,0,0,0,90000
651168,4764778.44,1076.2,1,0.34,0.04,6.8,89.18,0,30,0,0,0,70,0,0,0,0,60000
651318.56,4765528.33,1016.06,1,0,0.02,26,50,0,0,0,0,0,0,0,0,0,0,0
651486.4,4766715.55,251.48,1,0.67,0.04,59,50,0,50,0,0,0,50,0,0,0,0,20000
651432.32,4765647.93,835.95,1,0.41,0,29,480,20,10,0,10,0,60,0,0,0,0,30000
651314.89,4765297.25,891.76,1,0.01,0.02,12,50,0,30,0,0,0,70,0,0,0,0,10000
650546.4,4765469.74,606.38,1,0.04,0.02,60.1,4.2,0,15,0,0,0,85,0,0,0,0,40000
651341.24,4766635.81,304.56,1,-99,-99,-99,-99,30,50,0,0,0,20,0,0,0,0,40000
650583.25,4765471.36,454.81,1,0.19,0.07,25.2,30.5,0,10,0,0,0,90,0,0,0,0,40000
651399.05,4765470.08,696.66,1,2.16,0.07,97,1670,40,10,0,0,0,50,0,0,0,0,60000
651268.21,4765429.99,834.68,1,0.99,0.02,30,50,0,40,0,0,0,60,0,0,0,0,70000
650406.96,4765098.43,950.63,1,0.05,0.02,5.87,11,0,10,0,0,0,89,0,1,0,0,45000
651532.88,4765847.77,616.64,1,1.6,0.05,37,50,50,50,0,0,0,0,0,0,0,0,50000
650684.11,4765345.76,1063.42,1,-99,-99,-99,-99,0,0,0,0,0,100,0,0,0,0,35000
651126.92,4765383.7,1072.86,1,0.01,0.05,18,25,0,0,0,0,0,0,0,0,0,0,0
650611.07,4765753.47,815.41,1,0.15,0.03,84.6,66.2,0,5,0,0,0,95,0,0,0,0,50000
651495.13,4765892.87,774.74,1,1.66,0.05,36,890,0,0,30,15,0,55,0,0,0,0,40000
651336.69,4766653.87,198.18,1,-99,-99,-99,-99,0,15,0,0,0,85,0,0,0,0,10000
651375.08,4766774.96,159.84,1,1.35,0.09,105,50,0,90,0,0,0,10,0,0,0,0,30000
651281.41,4765419.45,794.05,1,1.43,0.02,22,50,25,0,0,0,0,75,0,0,0,0,60000
651497.9,4765752.58,802.23,1,0.02,0.03,5,50,0,0,5,0,0,95,0,0,0,0,50000
650584.17,4765285.85,1073.98,1,-99,-99,-99,-99,0,2,0,0,0,98,0,0,0,0,25000
651543.91,4765507.34,493.03,1,0.63,0,75,150,0,80,0,0,0,20,0,0,0,0,30000
651067.4,4764681.92,1002.71,1,0.39,0.02,65.2,853,0,15,0,0,0,85,0,0,0,0,60000
651372.11,4766661.6,149.5,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,10000
650775.95,4765256.3,1033.79,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,35000
650923.66,4765267.81,1071.15,1,-99,-99,-99,-99,0,0,0,0,0,100,0,0,0,0,20000
650758.7,4764945.23,1135.08,1,0.08,0.01,34.72,296.4,0,0,100,0,0,0,0,0,0,0,10000
651532.81,4765977.86,429.39,1,0.54,0.04,230,430,0,30,0,0,0,70,0,0,0,0,20000
651130.94,4765573.17,969.78,1,0.47,0.02,40,50,20,0,10,0,0,70,0,0,0,0,30000
651419.21,4765493.19,863.75,1,0.15,0.01,17,50,0,10,0,0,0,90,0,0,0,0,50000
650572.97,4765757.57,916.38,1,0.67,0,5.7,10,0,90,0,0,0,10,0,0,0,0,20000
651376.08,4765322.14,495.7,1,0.87,0.02,115,50,0,70,0,0,0,30,0,0,0,0,25000
651410.6,4765682.25,936.46,1,0,0,21,50,0,0,0,0,0,0,0,0,0,0,0
651352.59,4765480.98,819.56,1,0.53,0.03,13,210,40,0,0,0,10,50,0,0,0,0,40000
651375.42,4765461.27,383.13,1,0.4,0.03,180,1150,10,10,10,20,0,50,0,0,0,0,40000
651307.1,4765494.06,747.04,1,2.21,0.05,16,50,20,70,0,0,0,10,0,0,0,0,40000
651020.78,4765375.35,956.45,1,-99,-99,-99,-99,0,6,0.5,0,0.5,93,0,0,0,0,30000
650889.55,4765953.59,742.3,1,0.3,0.05,23,50,0,20,0,0,0,80,0,0,0,0,20000
651293.38,4765876.54,576.42,1,0.79,0.08,52,670,30,0,0,0,10,60,0,0,0,0,45000
651416.07,4765933.82,838.98,1,1.19,0.05,115,1050,0,50,0,0,0,50,0,0,0,0,40000
651325.94,4765980.58,555.91,1,0.31,0.07,37,50,0,30,0,0,0,70,0,0,0,0,30000
651220.63,4765573.43,871.62,1,0.6,0.08,120,500,20,0,0,0,0,80,0,0,0,0,100000
651844.18,4766190.68,516.6,1,0.78,0,55,160,10,0,10,0,10,70,0,0,0,0,40000
650494.91,4765466.23,848.94,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,30000
651242.59,4765237.44,707.92,1,0.53,0.03,230,400,10,30,0,0,0,60,0,0,0,0,50000
651211.08,4765584.03,1016.2,1,0.22,0.01,100,280,10,0,0,0,40,50,0,0,0,0,30000
650657.23,4765371.84,955.75,1,-99,-99,-99,-99,0,0,0,0,0,100,0,0,0,0,20000
651398.51,4765949.04,779.34,1,1.19,0.03,24,170,30,30,0,0,0,40,0,0,0,0,60000
651475.37,4765530.38,700.26,1,0.96,0.01,50,560,20,20,0,0,0,60,0,0,0,0,40000
651481.84,4765653.33,657.51,1,1.8,0.04,62,280,20,30,0,0,0,50,0,0,0,0,60000
651210.63,4765581.15,837.92,1,0.72,0.03,33,110,0,25,0,0,10,65,0,0,0,0,50000
650755.64,4765273.03,922.9,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,35000
651152.21,4765440.67,666.64,1,0.47,0.03,120,210,0,0,0,0,0,100,0,0,0,0,40000
651449.27,4765797.39,613.49,1,3.16,0.13,25,130,0,40,0,0,0,60,0,0,0,0,55000
651330.32,4765478.1,1013.18,1,0.01,0.01,10,-99,0,0,0,0,0,0,0,0,0,0,0
650924.87,4765242.58,1114.3,1,0.01,0,5,50,0,0,0,0,0,100,0,0,0,0,20000
651356.68,4765259.8,676.33,1,0.21,0.01,33,150,0,10,0,0,20,70,0,0,0,0,40000
650920.9,4765551.13,991.38,1,0.22,0.03,46,-99,0,20,0,0,0,80,0,0,0,0,50000
651898.09,4766129.88,458.5,1,0.22,0.02,28,290,0,0,0,0,0,100,0,0,0,0,30000
651404.07,4765944.29,797.96,1,1.14,0.05,36,50,0,60,0,0,0,40,0,0,0,0,50000
651331.08,4765528.82,936.43,1,1.16,0.02,39,540,0,0,0,0,0,100,0,0,0,0,20000
650809.84,4766125.16,792.75,1,0.16,0.04,10,360,0,15,0,0,0,85,0,0,0,0,40000
651310.85,4765458.38,811.76,1,1.09,0.04,59,2290,30,0,10,0,0,60,0,0,0,0,30000
651033.38,4765363,1001.1,1,-99,-99,-99,-99,0,4,1,0,0,95,0,0,0,0,45000
651418.97,4765497.61,857.08,1,0.22,0.02,11,50,0,30,0,0,0,70,0,0,0,0,40000
651289.92,4765435.16,619.81,1,1.88,0.04,74,50,0,60,0,0,0,40,0,0,0,0,40000
651496.94,4765639.35,709.59,1,1.7,0.04,16,270,30,10,0,0,0,60,0,0,0,0,40000
651331.89,4765548.37,908.64,1,0.71,0,5,50,0,10,0,0,0,90,0,0,0,0,10000
651455.18,4766131.14,559.47,1,0.91,0.02,88,220,0,60,0,0,0,40,0,0,0,0,40000
651217.18,4765068.65,641.4,1,0.8,0.08,210,140,0,30,0,0,0,70,0,0,0,0,50000
651433.68,4765430.25,815.46,1,0.53,0.01,250,730,0,30,0,0,0,70,0,0,0,0,30000
650582.75,4765471.35,456.74,1,0.13,0.04,23.6,16.2,0,10,0,0,0,90,0,0,0,0,40000
651243.35,4765561.69,753.53,1,1.97,0.05,165,170,10,70,0,0,0,20,0,0,0,0,30000
651546.27,4765877.45,363.49,1,0.87,0.04,110,170,0,60,0,0,0,40,0,0,0,0,30000
651181.94,4765601.31,913.63,1,0.67,0.03,72,210,30,0,0,0,0,70,0,0,0,0,30000
650236.46,4765247.44,848.41,1,0.32,0.08,67.1,235,0,5,0,0,0,95,0,0,0,0,40000
650485.61,4765096.36,972.7,1,0.04,0.02,30.4,7.58,0,5,0,0,0,95,0,0,0,0,20000
651323.59,4765499.81,977.42,1,0.55,0,16,550,0,20,0,0,0,80,0,0,0,0,50000
651429.63,4765687.34,925.72,1,0,0.01,43,50,0,0,0,0,0,0,0,0,0,0,0
650685.07,4765344.85,1067.2,1,-99,-99,-99,-99,0,0,0,0,0,100,0,0,0,0,35000
650544.2,4765036.91,1081.9,1,0.5,0.2,20.35,32.25,0,10,0,0,0,90,0,0,0,0,30000
651433.58,4765670.88,805.69,1,0.81,0.02,80,390,0,0,0,20,0,80,0,0,0,0,40000
650894.77,4765951.07,721.07,1,0.23,0.04,5,50,0,30,0,0,0,70,0,0,0,0,30000
651171.32,4765612.3,705.07,1,1.08,0.1,355,50,10,20,0,0,0,70,0,0,0,0,40000
651458.96,4765659.13,829.03,1,0.15,0,360,120,0,10,0,0,0,90,0,0,0,0,40000
650226.29,4765246.92,787.25,1,0.11,0.03,10.35,15.1,0,5,0,0,0,95,0,0,0,0,35000
651263.45,4765429.49,1018.26,1,0.01,0,16,50,0,0,0,0,0,0,0,0,0,0,0
651416.96,4765827.78,678.95,1,3.36,0.23,73,510,30,40,0,0,0,30,0,0,0,0,70000
650601.12,4765754.54,841.56,1,0.06,0.03,12.4,209,0,0,0,0,0,100,0,0,0,0,40000
651043.26,4765353.96,1036.66,1,-99,-99,-99,-99,0,4,1,0,0,95,0,0,0,0,45000
651414.81,4766173.79,660.69,1,1.45,0.06,22,380,30,40,0,0,0,30,0,0,0,0,40000
651166.71,4765611.72,951.36,1,1,0.04,26,50,20,0,0,0,20,60,0,0,0,0,30000
651361.91,4765980.02,658.51,1,1.42,0.14,160,50,10,40,10,0,0,40,0,0,0,0,50000
650922.03,4766035.63,901.5,1,0.15,0.03,95,50,0,30,0,0,0,70,0,0,0,0,60000
651370.97,4765972.25,688.2,1,0.96,0.02,18,50,0,70,0,0,0,30,0,0,0,0,60000
650759.31,4764825.44,1083.22,1,0.11,0.02,5.03,317.4,0,0,0,0,0,100,0,0,0,0,40000
650667.84,4765361.08,999.2,1,-99,-99,-99,-99,0,0,0,0,0,100,0,0,0,0,35000
651298.44,4765521.45,885.21,1,1.49,0.03,55,370,30,0,0,0,0,70,0,0,0,0,60000
651314.04,4765866.76,601.59,1,0.56,0.08,150,970,20,0,0,0,10,70,0,0,0,0,40000
650762.75,4765266.86,965.88,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,30000
650579.3,4765756.89,899.54,1,0.69,0.02,4,56.7,5,55,0,0,0,40,0,0,0,0,30000
651385.74,4765601.98,736.73,1,3.11,0.23,5,50,10,80,10,0,0,0,0,0,0,0,50000
650491.83,4765466,864.64,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,35000
651410.67,4765331.12,754.75,1,0.56,0,27,50,0,30,0,0,20,50,0,0,0,0,30000
651418.87,4765499.82,853.75,1,0.35,0.03,21,50,0,15,0,0,0,85,0,0,0,0,60000
650906.81,4766045.96,947.99,1,0.29,0.03,26,50,0,40,0,0,0,60,0,0,0,0,50000
651389.44,4765482.55,664.29,1,1.44,0.03,33,170,40,0,0,0,0,60,0,0,0,0,70000
650236.13,4765247.42,846.44,1,0.52,0.11,10,888,0,5,0,0,0,95,0,0,0,0,40000
651338.22,4765732.94,743.76,1,3.87,0.16,20,430,60,0,0,0,0,40,0,0,0,0,60000
651788.53,4766178.32,573.89,1,0.83,0,15,130,0,0,0,30,10,60,0,0,0,0,30000
651262.88,4765429.9,1016.38,1,0.03,0.02,56,140,0,0,0,0,0,100,0,0,0,0,10000
651506.18,4765880.22,817.56,1,0.7,0.05,64,110,0,0,30,0,0,70,0,0,0,0,40000
651305.65,4766536.47,413.4,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,25000
651324.52,4765875.57,525.02,1,0.8,0.22,125,1798,0,20,0,0,0,80,0,0,0,0,50000
651415.28,4765998.02,439.85,1,0.55,0.06,130,50,0,80,0,0,0,20,0,0,0,0,30000
651325.94,4765977.58,561.1,1,0.36,0.06,63,50,0,30,0,0,0,70,0,0,0,0,30000
651353.78,4766622.56,387.62,1,-99,-99,-99,-99,0,15,0,0,0,85,0,0,0,0,50000
651332.78,4765564.74,885.93,1,0.98,0.03,19,-99,0,20,0,0,0,80,0,0,0,0,30000
651350.25,4766614.91,434.88,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,50000
651418.34,4766172.12,612.85,1,1.73,0.09,160,50,0,100,0,0,0,0,0,0,0,0,50000
651209.51,4765582.03,834.18,1,0.84,0.01,30,50,0,60,0,0,0,40,0,0,0,0,40000
651129.04,4765546.32,1009.52,1,0.67,0.03,59,410,0,0,0,0,20,80,0,0,0,0,40000
651417.45,4765448.24,760.57,1,1.18,0.02,38,160,30,0,0,0,0,70,0,0,0,0,50000
651296.6,4765781.45,823.18,1,1.23,0.05,45,50,0,25,0,0,0,75,0,0,0,0,45000
651330.86,4765498.92,757.68,1,2.13,0.05,24,440,40,0,0,0,0,60,0,0,0,0,40000
651257.85,4765558.17,915.51,1,1.63,0.08,53,3040,0,0,0,0,40,60,0,0,0,0,120000
651498,4765889.5,785.89,1,1.47,0,57,180,0,0,15,15,0,70,0,0,0,0,40000
651432.26,4765646.74,837.55,1,0.74,0.01,27,510,10,20,0,10,0,60,0,0,0,0,30000
651273.24,4765435.94,828.44,1,1.26,0,41,50,20,10,0,0,0,70,0,0,0,0,35000
650657.67,4765371.36,957.64,1,-99,-99,-99,-99,0,0,0,0,0,100,0,0,0,0,20000
651781.14,4766184.78,552,1,1.03,0.01,30,50,10,80,0,0,0,10,0,0,0,0,40000
650406.01,4765415.83,839.88,1,-99,-99,-99,-99,0,20,0,0,0,80,0,0,0,0,40000
651791,4766176.17,581.19,1,1.4,0.07,37,1900,10,0,0,0,20,70,0,0,0,0,45000
651366.65,4766650.14,218.34,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,20000
651292.05,4765471.86,902.01,1,1.66,0.05,38,390,35,0,0,0,0,65,0,0,0,0,35000
651414.65,4765830.84,688.18,1,6.95,0.62,34,1180,40,40,0,0,0,20,0,0,0,0,120000
651505.75,4766125.47,740.06,1,1.11,0.04,19,50,0,20,0,0,0,80,0,0,0,0,60000
651231.02,4766406.4,471,1,0.12,0.02,24.8,12.9,0,5,0,0,0,95,0,0,0,0,60000
651372.79,4765464.09,880.08,1,0.01,0,28,50,0,0,0,0,0,100,0,0,0,0,10000
651412.59,4765680.89,941.95,1,0,0.01,5,50,0,0,0,0,0,0,0,0,0,0,0
650776.82,4765255.68,1037.65,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,35000
651377.43,4765491.01,678.32,1,1.74,0.05,48,450,20,0,0,0,0,80,0,0,0,0,70000
651296.18,4765648.32,948.7,1,1.29,0.02,27,390,0,0,0,0,20,80,0,0,0,0,50000
650485.1,4765096.3,970.76,1,0.04,0.01,34.3,7.3,0,5,0,0,0,95,0,0,0,0,20000
651452.62,4765684.15,556.05,1,2,0.13,25,50,0,90,0,0,0,10,0,0,0,0,40000
651354.01,4765728.81,641.95,1,4.68,0.26,70,230,30,0,70,0,0,0,0,0,0,0,40000
651343.42,4766626.42,361.75,1,-99,-99,-99,-99,0,10,0,0,0,90,0,0,0,0,50000
651344.25,4765401.53,568.63,1,0.67,0.02,73,50,0,30,0,0,0,70,0,0,0,0,60000
651245.44,4765706.04,708.76,1,0.85,0.06,135,50,10,80,0,0,0,10,0,0,0,0,40000
650914.27,4765599.63,897.37,1,0.01,0.01,10,50,0,5,0,0,0,95,0,0,0,0,50000
651129.52,4766094.99,825.35,1,0.27,0.02,50,50,0,30,0,0,0,70,0,0,0,0,60000
651320.78,4766503.96,494.31,1,-99,-99,-99,-99,0,10,0,0,0,90,0,0,0,0,15000
651417.1,4765932.92,842.73,1,0.98,0.05,46,1690,0,70,0,0,0,30,0,0,0,0,30000
651303.09,4765871.92,588.26,1,0.71,0.1,140,2500,10,0,0,0,10,80,0,0,0,0,45000
651159.19,4765622.9,661.98,1,0.43,0.04,47,50,0,20,0,0,0,80,0,0,0,0,40000
651316.35,4766506.09,414.46,1,-99,-99,-99,-99,0,40,0,0,0,60,0,0,0,0,60000
651241.89,4765566.81,948.9,1,0.69,0,140,630,10,0,0,0,30,60,0,0,0,0,30000
651326.49,4765378.7,654.77,1,1.83,0.03,42,1150,30,0,0,0,0,70,0,0,0,0,60000
651344.98,4766619.54,405.18,1,-99,-99,-99,-99,0,40,0,0,0,60,0,0,0,0,20000
651351.72,4766618.1,415.19,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,50000
651263.59,4765433.68,849.54,1,0.58,0,77,260,0,0,0,30,0,70,0,0,0,0,70000
651322.2,4765744.59,700.03,1,1.29,0.04,22,50,0,25,0,0,0,75,0,0,0,0,50000
650492.6,4765466.06,860.72,1,-99,-99,-99,-99,0,3,0,0,0,97,0,0,0,0,20000
651419.04,4765992.63,456.61,1,0.43,0.03,95,50,0,81.25,0,0,0,18.75,0,0,0,0,28800
651740.93,4766616.85,407.08,1,3.03,1.16,44,280,20,30,0,0,0,50,0,0,0,0,40000
651167.98,4764778.95,1094.2,1,0.09,0.01,3.51,19.94,0,30,0,0,0,70,0,0,0,0,60000
651021.17,4765268.45,640.35,1,0.22,0.03,58,50,0,20,0,0,0,80,0,0,0,0,60000
650513.08,4765100.26,1079.14,1,0.04,0.01,3.4,17.5,0,5,0,0,0,95,0,0,0,0,40000
650772.85,4764956.51,1063.35,1,0.23,0.03,68.16,151,0,0,1,0,0,99,0,0,0,0,200000
650361.89,4765047.97,973.45,1,2.07,0.83,23.4,12.4,0,55,0,0,0,45,0,0,0,0,40000
651897.39,4766130.53,456.74,1,0.32,0.01,13,390,10,0,0,0,0,90,0,0,0,0,30000
651086.45,4765197.09,842.36,1,0.47,0.04,32,440,0,50,0,0,0,50,0,0,0,0,50000
651128.97,4765545.22,1011.19,1,0.73,0,44,380,10,10,10,0,20,50,0,0,0,0,30000
651458.49,4765843.22,602.25,1,2.02,0.34,35,1080,30,30,0,0,0,40,0,0,0,0,30000
651246.26,4765579.52,530.01,1,0.08,0,49,50,0,10,0,0,0,90,0,0,0,0,20000
651153.5,4765439.42,670.22,1,0.5,0.04,110,50,0,20,0,0,10,70,0,0,0,0,50000
651479.13,4765769.03,730.45,1,0.22,0,14,50,0,0,10,0,0,90,0,0,0,0,40000
651315.17,4765295.37,895.28,1,0.03,0.01,11,50,0,40,0,0,0,60,0,0,0,0,10000
650853.3,4765966.36,869.96,1,0.03,0,5,50,0,0,0,0,0,100,0,0,0,0,30000
651488.4,4765957.02,450.34,1,0.77,0.46,150,100,0,30,0,0,0,70,0,0,0,0,40000
651413.64,4766174.35,676.63,1,0.16,0.08,42,180,0,65,0,0,0,35,0,0,0,0,30000
651584.29,4765930.4,612.39,1,1.22,0.01,56,50,20,10,0,0,0,70,0,0,0,0,30000
651369.72,4766656.62,178.99,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,20000
651456.57,4766746.1,253.82,1,-99,-99,-99,-99,0,60,0,0,0,40,0,0,0,0,30000
651310.04,4765466.09,797.77,1,1.7,0.03,130,940,30,0,10,0,0,60,0,0,0,0,30000
651272.55,4765326.35,853.98,1,0.66,0.04,41,260,0,50,0,0,0,50,0,0,0,0,40000
651366.17,4765469.62,859.84,1,0.19,0.02,5,410,0,0,0,0,0,100,0,0,0,0,10000
651304.31,4765871.34,589.75,1,0.77,0.05,105,1090,40,0,0,0,20,40,0,0,0,0,20000
651068.59,4764703.97,1049.78,1,0.58,0.03,13.8,375,10,20,0,0,0,70,0,0,0,0,50000
651389.33,4765598.11,753.94,1,2.86,0.26,43,890,40,30,10,0,0,20,0,0,0,0,50000
651499.44,4765887.81,791.47,1,1.27,0.02,39,520,10,0,20,5,10,55,0,0,0,0,40000
651127.53,4765512.82,856.51,1,0.2,0.02,104,205,0,0,15,0,0,85,0,0,0,0,40000
650550.28,4765317.24,931.29,1,-99,-99,-99,-99,0,3,0,0,0,97,0,0,0,0,25000
651345.41,4766617.66,417.03,1,-99,-99,-99,-99,5,45,0,0,0,50,0,0,0,0,30000
651409.96,4765471.99,614.63,1,2.08,0.02,36,50,0,70,0,0,0,30,0,0,0,0,40000
651311.84,4766528.56,478.63,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,15000
651432.25,4766666.52,498.01,1,-99,-99,-99,-99,0,90,0,0,0,10,0,0,0,0,20000
650553.28,4765314.26,944.64,1,-99,-99,-99,-99,0,0,0,0,0,100,0,0,0,0,15000
651363.13,4766642.69,263.59,1,-99,-99,-99,-99,0,30,0,0,0,70,0,0,0,0,20000
651227.18,4765363.38,751.54,1,1.56,0.03,90,50,70,20,0,0,0,10,0,0,0,0,30000
651236.31,4765370.06,691.95,1,1.18,0.02,1370,50,0,0,0,0,0,0,0,0,0,0,0
651332.15,4765497.82,761.3,1,2.76,0.09,130,1540,60,0,0,0,0,40,0,0,0,0,60000
651548.48,4765583.88,704.62,1,0.02,0.02,5,50,0,0,0,0,0,100,0,0,0,0,10000
651037.93,4765249.4,692.5,1,0.17,0.03,25,620,0,10,0,0,10,80,0,0,0,0,60000
650151.11,4764900.24,1146.88,1,0.03,0,5,16.9,0,0,0,0,0,100,0,0,0,0,10000
651736.32,4766618.52,400.76,1,1.55,0.07,19,110,0,80,0,0,0,20,0,0,0,0,30000
650891.12,4766056.18,994.35,1,0.05,0.01,12,50,0,20,0,0,0,80,0,0,0,0,40000
651432.08,4765643.14,842.35,1,0.56,0,29,960,10,10,0,0,0,80,0,0,0,0,30000
651142.92,4765142.14,739.63,1,0.22,0.02,100,300,0,30,0,0,10,60,0,0,0,0,40000
651311.66,4765450.66,825.75,1,1.15,0.03,35,920,30,0,10,0,0,60,0,0,0,0,30000
651337.06,4765514.08,757.7,1,3.07,0,27,740,30,0,20,0,0,50,0,0,0,0,80000
650506.05,4765466.92,794.07,1,0.21,0.07,13.75,512,0,20,0,0,0,80,0,0,0,0,35000
651275.93,4765423.83,810.63,1,1.64,0.01,25,580,50,0,0,0,0,50,0,0,0,0,60000
651420.96,4766170.83,578.97,1,0.85,0.03,64,50,0,70,0,0,0,30,0,0,0,0,40000
650606.81,4765753.93,826.62,1,0.17,0.03,14.55,62,0,5,0,0,0,95,0,0,0,0,50000
651471.17,4765534.88,672.94,1,1.47,0,30,50,40,0,0,0,0,60,0,0,0,0,50000
651229.45,4765566.68,901.64,1,0.96,0.07,45,460,20,10,0,0,0,70,0,0,0,0,30000
651305.37,4765510.45,717.3,1,2.99,0.04,27,50,0,100,0,0,0,0,0,0,0,0,40000
651480.61,4765767.71,736.11,1,0.28,0.03,31,210,10,0,0,0,0,90,0,0,0,0,50000
651418.81,4765500.92,852.08,1,0.26,0.04,5,50,0,50,0,0,0,50,0,0,0,0,30000
651231.04,4766406.4,477,1,0.09,0.02,109,182,0,5,0,0,0,95,0,0,0,0,90000
651423.83,4765441.03,782.55,1,0.53,0,30,300,30,10,0,0,0,60,0,0,0,0,40000
651325.94,4765908.58,680.61,1,0.18,0.04,67,420,0,30,0,0,0,70,0,0,0,0,40000
651459.06,4765803.45,776.66,1,0.71,0.02,61,820,25,0,0,0,20,55,0,0,0,0,50000
651278.96,4765421.4,801.41,1,2.11,0.06,57,2110,30,0,0,0,0,70,0,0,0,0,70000
650809.52,4765966.2,939.29,1,0.3,0.02,5,100,0,10,0,0,0,90,0,0,0,0,40000
651239.24,4765564.31,764.49,1,0.01,0.09,165,1050,30,50,0,0,0,20,0,0,0,0,40000
651257.23,4765438.75,869.98,1,1.54,0.03,44,50,0,80,0,0,0,20,0,0,0,0,60000
651398.37,4765852.36,752.77,1,2.01,0.13,5,50,70,0,0,0,0,30,0,0,0,0,35000
651267.74,4765425.71,807.44,1,1.94,0,105,240,40,0,0,0,0,60,0,0,0,0,40000
651268.8,4765429.52,832.82,1,1.37,0.03,53,140,30,40,0,0,0,30,0,0,0,0,40000
651430.33,4766166.09,461.44,1,2.66,0.24,885,390,80,20,0,0,0,0,0,0,0,0,40000
650433.33,4765386.36,924.85,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,20000
651219.62,4765459.9,871.67,1,1.22,0.05,78,1890,0,70,0,0,0,30,0,0,0,0,30000
651332.42,4765558.86,894.02,1,1,0.05,21,200,0,20,0,0,0,80,0,0,0,0,30000
651238.87,4765715.55,674.67,1,0.59,0.06,71,50,10,20,0,0,0,70,0,0,0,0,30000
651175.1,4765609.19,718.19,1,1,0.05,115,1410,0,10,0,0,0,90,0,0,0,0,50000
651376.85,4765612.01,692.73,1,2.42,0.1,48,50,20,80,0,0,0,0,0,0,0,0,60000
651435.95,4765763.23,817.94,1,0.12,0,53,160,0,10,0,0,10,80,0,0,0,0,20000
651868.46,4766160.63,595.67,1,0.24,0.01,5,600,0,0,0,0,15,85,0,0,0,0,50000
650232.52,4765247.24,824.73,1,0.04,0.06,22,11.4,0,5,0,0,0,95,0,0,0,0,40000
650900.87,4765673.29,749.24,1,0.02,0.11,49,56,0,10,0,0,0,90,0,0,0,0,40000
650518.99,4765101.36,1102.37,1,0.02,0.01,3.88,16.4,0,5,0,0,0,95,0,0,0,0,40000
650780.85,4765252.9,1054.97,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,30000
651330.41,4765491.01,992.95,1,0.01,0.07,59,-99,0,0,0,0,0,0,0,0,0,0,0
651287.71,4765444.61,600.07,1,1.02,0.01,190,50,0,60,0,0,0,40,0,0,0,0,20000
651291.28,4765644.49,474.16,1,0.93,0.03,350,50,10,10,0,0,0,80,0,0,0,0,30000
