Easting,Northing,Elevation,Alteration,Cu,Au,Mo,As,Bn,Cp,Cc,Cv,En,Py,Pyr,Mol,Ga,Sph,TS
650790.97,4766164.49,240.03,5,0.47,0.27,7.29,2.9,0,4800,0,0,0,15000,0,200,0,0,20000
650851.58,4766169.98,107.33,5,0.51,0.21,12.1,2.3,1500,6000,0,0,0,22500,0,0,0,0,30000
650933.39,4766178.71,-70.56,5,0.43,0.16,10.8,3.4,0,5000,0,0,0,15000,0,0,0,0,20000
650988.04,4766184.15,-192.79,5,0.11,0.03,20.9,5.1,0,5000,0,0,0,15000,0,0,0,0,20000
650988.85,4766184.24,-194.62,5,0.23,0.26,55.9,5.8,0,5000,0,0,0,15000,0,0,0,0,20000
651009,4766186.31,-240.33,5,0.18,0.03,8.69,2.5,0,5000,0,0,0,15000,0,0,0,0,20000
651055.48,4766191.44,-346.48,5,0.17,0.03,9.97,3.5,0,3750,0,0,0,11250,0,0,0,0,15000
651065.74,4766192.5,-370.35,5,0.14,0.03,28.5,2.3,0,5000,0,0,0,15000,0,0,0,0,20000
650870.1,4766171.98,67.47,5,0.44,0.28,58.7,2.7,600,4000,0,0,0,15400,0,0,0,0,20000
651004.16,4766185.83,-229.36,5,0.29,0.16,10.6,10,0,4000,0,0,0,15400,0,600,0,0,20000
651033.08,4766188.87,-295.22,5,0.25,0.04,6.65,3.7,0,4000,0,0,0,15400,0,600,0,0,20000
651049.08,4766190.7,-331.84,5,0.17,0.02,9.45,5,0,2000,0,0,0,7700,0,300,0,0,10000
651071.23,4766193.04,-383.22,5,0.25,0.07,25.4,7.7,0,6000,0,0,0,23100,0,900,0,0,30000
651105.92,4766196.04,-466.21,5,0.18,0.07,17.45,4.9,0,4000,0,0,0,15400,0,600,0,0,20000
651107.44,4766196.15,-469.9,5,0.27,0.09,24.4,4.9,0,8000,0,0,0,30800,0,1200,0,0,40000
650813.89,4766166.33,188.97,5,0.38,0.13,8.3,2.5,1000,10000,0,0,0,39000,0,0,0,0,50000
650831.37,4766167.9,150.82,5,0.26,0.29,5.55,3.4,1500,4500,0,0,0,23400,0,600,0,0,30000
650845.68,4766169.36,120.01,5,0.58,0.31,52.1,8.3,2000,6000,0,0,0,31200,0,800,0,0,40000
650875.11,4766172.56,56.58,5,0.66,0.26,51.4,2.5,800,8000,0,0,0,31200,0,0,0,0,40000
650876.78,4766172.75,52.95,5,0.62,0.32,70.3,9.3,700,5250,0,0,0,27300,0,1750,0,0,35000
651000.14,4766185.44,-220.21,5,0.26,0.17,24.6,9.2,0,4000,0,0,0,15600,0,400,0,0,20000
651001.75,4766185.6,-223.87,5,0.11,0.05,14.8,3.3,0,3000,0,0,0,11700,0,300,0,0,15000
651041.88,4766189.88,-315.36,5,0.17,0.04,6.18,6.1,0,4000,0,0,0,15600,0,400,0,0,20000
651057.88,4766191.71,-351.98,5,0.13,0.03,4.39,2.6,0,2000,0,0,0,7800,0,200,0,0,10000
651073.58,4766193.27,-388.73,5,0.21,0.07,48.6,7.4,0,4000,0,0,0,15600,0,400,0,0,20000
651106.68,4766196.1,-468.06,5,0.18,0.05,12.4,3.6,0,6000,0,0,0,23400,0,600,0,0,30000
651112.75,4766196.48,-482.85,5,0.14,0.06,25.3,17.1,0,10000,0,0,0,39000,0,1000,0,0,50000
651140.43,4766197.97,-551.47,5,0.24,0.24,12.9,16.4,0,6000,0,0,0,23400,0,600,0,0,30000
650788.54,4766164.32,245.52,5,0.46,1.79,23.1,5.6,0,4000,0,0,0,15800,0,200,0,0,20000
650973.45,4766182.52,-159.92,5,0.28,0.7,64.6,3.1,0,4000,0,0,0,15800,0,200,0,0,20000
651129.32,4766197.38,-523.61,5,0.09,0.04,10.75,16.3,0,4000,0,0,0,15800,0,200,0,0,20000
650732.65,4766160.68,373.83,5,0.52,0.1,26.5,17.3,0,6000,0,0,0,24000,0,0,0,0,30000
650746.14,4766161.49,342.63,5,0.33,0.14,11.45,20.9,0,6000,0,0,0,24000,0,0,0,0,30000
650750.92,4766161.79,331.62,5,0.27,0.11,10.45,13.9,0,4000,0,0,0,16000,0,0,0,0,20000
650758.89,4766162.34,313.29,5,0.39,0.3,21.9,15.7,0,4000,0,0,0,16000,0,0,0,0,20000
650787.73,4766164.27,247.35,5,0.51,0.87,7.54,14.9,0,4000,0,0,0,16000,0,0,0,0,20000
650791.78,4766164.55,238.21,5,0.56,0.31,17.35,2.6,0,3800,0,0,0,16000,0,200,0,0,20000
650823.03,4766167.14,168.98,5,0.43,0.18,8.58,5.5,900,5100,0,0,0,24000,0,0,0,0,30000
650838.93,4766168.65,134.5,5,0.3,0.13,8.44,2.1,500,3750,0,0,0,20000,0,750,0,0,25000
650850.74,4766169.89,109.14,5,0.29,0.15,15.8,5.7,0,8000,0,0,0,32000,0,0,0,0,40000
650870.94,4766172.07,65.65,5,0.44,0.26,49.5,2.5,900,5100,0,0,0,24000,0,0,0,0,30000
650872.61,4766172.27,62.02,5,0.59,0.23,93.5,27.3,0,9000,0,0,0,40000,0,1000,0,0,50000
650873.44,4766172.36,60.21,5,0.35,0.15,47.3,4.4,0,6800,0,0,0,32000,0,1200,0,0,40000
650967.73,4766181.95,-147.15,5,0.43,0.07,13.75,15.6,0,4000,0,0,0,16000,0,0,0,0,20000
650969.37,4766182.11,-150.8,5,0.22,0.25,52,8.9,0,4000,0,0,0,16000,0,0,0,0,20000
650971,4766182.28,-154.45,5,0.21,0.28,23.6,17.9,0,4000,0,0,0,16000,0,0,0,0,20000
650972.63,4766182.44,-158.1,5,0.14,0.04,34.5,2.6,0,4000,0,0,0,16000,0,0,0,0,20000
650980.77,4766183.29,-176.34,5,0.44,0.11,89.4,13.4,0,4000,0,0,0,16000,0,0,0,0,20000
650996.11,4766185.04,-211.07,5,0.24,0.17,24.4,12.3,0,4000,0,0,0,16000,0,0,0,0,20000
651007.38,4766186.15,-236.67,5,0.13,0.03,11.4,2.9,0,2000,0,0,0,8000,0,0,0,0,10000
651033.88,4766188.96,-297.06,5,0.27,0.06,26,3.7,0,2550,0,0,0,12000,0,450,0,0,15000
651052.28,4766191.07,-339.16,5,0.18,0.03,12.05,3.9,0,2000,0,0,0,8000,0,0,0,0,10000
651053.08,4766191.16,-340.99,5,0.22,0.04,17.95,3.8,0,3000,0,0,0,12000,0,0,0,0,15000
651053.88,4766191.25,-342.82,5,0.21,0.04,8.34,3.2,0,2000,0,0,0,8000,0,0,0,0,10000
651056.28,4766191.53,-348.32,5,0.08,0.01,2.68,2.7,0,2000,0,0,0,8000,0,0,0,0,10000
651064.18,4766192.35,-366.67,5,0.13,0.03,9.13,3.3,0,3000,0,0,0,12000,0,0,0,0,15000
651075.15,4766193.42,-392.41,5,0.18,0.02,53.2,5.7,0,4000,0,0,0,16000,0,0,0,0,20000
651097.53,4766195.45,-445.88,5,0.27,0.1,50.9,2.4,0,3600,0,0,0,16000,0,400,0,0,20000
651100.59,4766195.68,-453.27,5,0.09,0.04,4.29,2.8,0,2000,0,0,0,8000,0,0,0,0,10000
651101.35,4766195.73,-455.12,5,0.16,0.06,6.28,2.5,0,2000,0,0,0,8000,0,0,0,0,10000
651128.58,4766197.34,-521.75,5,0.05,0.02,14.85,7.3,0,4000,0,0,0,16000,0,0,0,0,20000
651156.51,4766198.8,-592.42,5,0.06,0.05,10.7,3.4,0,2000,0,0,0,8000,0,0,0,0,10000
651157.23,4766198.83,-594.28,5,0.08,0.06,8.52,4.8,0,2000,0,0,0,8000,0,0,0,0,10000
651185.82,4766199.84,-668.99,5,0.09,0.05,12.35,4.9,0,2000,0,0,0,8000,0,0,0,0,10000
651115.77,4766196.65,-490.26,3,0.15,0.16,13.85,21.4,0,10500,0,0,0,23450,0,1050,0,0,35000
651117.28,4766196.73,-493.97,3,0.07,0.07,15.15,18.5,0,8000,0,0,0,32000,0,0,0,0,40000
651118.03,4766196.77,-495.82,3,0.29,0.28,24.8,32.4,0,12500,0,0,0,36000,0,1500,0,0,50000
651121.05,4766196.93,-503.22,3,0.59,0.34,20.4,35.8,0,10000,0,0,0,38500,0,1500,0,0,50000
651121.8,4766196.97,-505.08,3,2.02,0.41,19.8,21.6,0,31500,0,0,0,36400,0,2100,0,0,70000
651123.31,4766197.05,-508.78,3,0.8,0.38,19.75,31.7,0,18000,0,0,0,40200,0,1800,0,0,60000
651124.07,4766197.1,-510.63,3,0.2,0.1,16.45,36.2,0,6000,0,0,0,52800,0,1200,0,0,60000
651124.82,4766197.14,-512.48,3,0.19,0.12,8.1,41.7,0,8250,0,0,0,45650,0,1100,0,0,55000
651125.58,4766197.18,-514.34,3,0.74,0.34,14.85,24,0,17600,0,0,0,60000,0,2400,0,0,80000
651126.33,4766197.22,-516.19,3,0.82,0.25,17.45,33.1,0,15000,0,0,0,43800,0,1200,0,0,60000
651127.08,4766197.26,-518.04,3,0.36,0.53,82.2,18.5,0,8000,0,0,0,30800,0,1200,0,0,40000
651127.84,4766197.3,-519.89,3,0.07,0.04,21.7,11.4,0,6000,0,0,0,23400,0,600,0,0,30000
651098.3,4766195.52,-447.72,5,0.23,0.1,19.45,13.4,0,4500,0,0,0,24600,0,900,0,0,30000
650854.95,4766170.34,100.08,5,0.52,0.65,19.7,37.4,0,6000,0,0,0,33200,0,800,0,0,40000
651102.87,4766195.83,-458.81,5,0.16,0.06,3.31,5,0,2250,0,0,0,12450,0,300,0,0,15000
651141.91,4766198.05,-555.18,3,0.08,0.03,27.8,3.7,0,3750,0,0,0,11250,0,0,0,0,15000
651143.39,4766198.13,-558.9,3,0.22,0.06,13.35,4.5,0,10500,0,0,0,18900,0,600,0,0,30000
651144.87,4766198.21,-562.61,3,0.26,0.13,31.9,30,0,10500,0,0,0,18600,0,900,0,0,30000
651145.61,4766198.25,-564.47,3,0.22,0.08,10.35,19.1,0,7500,0,0,0,21900,0,600,0,0,30000
651146.35,4766198.29,-566.33,3,0.27,0.07,43,11.5,0,6250,0,0,0,18750,0,0,0,0,25000
651147.08,4766198.33,-568.19,3,0.08,0.03,8.2,8,0,7500,0,0,0,17500,0,0,0,0,25000
651147.81,4766198.36,-570.05,3,0.14,0.14,10.35,25.3,0,4500,0,0,0,24900,0,600,0,0,30000
651148.53,4766198.4,-571.92,3,0.07,0.04,3.48,7.7,0,4500,0,0,0,10500,0,0,0,0,15000
651149.26,4766198.44,-573.78,3,0.15,0.12,3.76,21.4,0,12000,0,0,0,28000,0,0,0,0,40000
651149.98,4766198.47,-575.64,3,0.14,0.17,5.52,53.8,0,12500,0,0,0,36500,0,1000,0,0,50000
651150.71,4766198.51,-577.51,3,0.07,0.1,7.14,77.1,0,4000,0,0,0,36000,0,0,0,0,40000
651151.43,4766198.54,-579.37,3,0.07,0.05,6.36,38.3,0,6000,0,0,0,24000,0,0,0,0,30000
651152.16,4766198.58,-581.23,3,0.2,0.1,19.1,16.8,0,7500,0,0,0,17000,0,500,0,0,25000
651152.88,4766198.62,-583.1,3,0.14,0.06,9.97,26.4,0,6250,0,0,0,18750,0,0,0,0,25000
651153.61,4766198.65,-584.96,3,0.6,0.56,9.25,39.6,0,9000,0,0,0,20400,0,600,0,0,30000
651154.33,4766198.69,-586.82,3,0.25,0.14,9.67,23.5,0,8750,0,0,0,16250,0,0,0,0,25000
651155.06,4766198.73,-588.69,3,0.07,0.05,9.15,8.6,0,5000,0,0,0,15000,0,0,0,0,20000
650868.43,4766171.78,71.1,5,0.43,0.21,59.4,2.3,600,3000,0,0,0,25500,0,900,0,0,30000
650877.62,4766172.85,51.14,5,0.59,0.3,12.35,9.4,800,4000,0,0,0,34000,0,1200,0,0,40000
651072.02,4766193.12,-385.06,5,0.4,0.09,6.24,2.9,0,2600,0,0,0,17000,0,400,0,0,20000
651157.96,4766198.87,-596.14,3,0.17,0.21,62.2,38.6,0,8000,0,0,0,31200,0,800,0,0,40000
651159.41,4766198.94,-599.87,3,0.18,0.31,141,107,0,6000,0,0,0,33200,0,800,0,0,40000
651160.13,4766198.98,-601.73,3,0.05,0.04,14.1,4.2,0,3000,0,0,0,17000,0,0,0,0,20000
651162.31,4766199.09,-607.32,3,0.03,0.05,14.4,10.6,0,4000,0,0,0,16000,0,0,0,0,20000
651163.03,4766199.13,-609.19,3,0.09,0.09,98.8,20.7,0,9000,0,0,0,20400,0,600,0,0,30000
651163.76,4766199.16,-611.05,3,0.06,0.04,21.4,6.5,0,6250,0,0,0,18250,0,500,0,0,25000
651164.48,4766199.2,-612.91,3,0.24,0.34,38.3,60.6,0,12000,0,0,0,27200,0,800,0,0,40000
651165.2,4766199.23,-614.78,3,0.19,0.16,6.79,35.3,0,14000,0,0,0,25200,0,800,0,0,40000
651170.21,4766199.43,-627.85,3,0.04,0.03,6.19,6,0,750,0,0,0,14250,0,0,0,0,15000
651171.65,4766199.48,-631.59,3,0.18,0.16,13.15,27.5,0,7500,0,0,0,22500,0,0,0,0,30000
651172.36,4766199.51,-633.45,3,0.09,0.14,16.6,27.4,0,5000,0,0,0,19500,0,500,0,0,25000
651173.08,4766199.54,-635.32,3,0.04,0.02,5.3,7.4,0,1000,0,0,0,9000,0,0,0,0,10000
651173.79,4766199.57,-637.19,3,0.02,0.01,0.74,5.3,0,0,0,0,0,10000,0,0,0,0,10000
651174.51,4766199.6,-639.06,3,0.03,0.02,0.58,5.7,0,0,0,0,0,10000,0,0,0,0,10000
651175.22,4766199.62,-640.92,3,0.04,0.06,4.11,9.1,0,1000,0,0,0,9000,0,0,0,0,10000
651175.94,4766199.65,-642.79,3,0.06,0.03,5.66,6.3,0,3000,0,0,0,7000,0,0,0,0,10000
651176.65,4766199.67,-644.66,3,0.22,0.1,6.62,15.6,0,8750,0,0,0,15500,0,750,0,0,25000
651177.36,4766199.69,-646.53,3,0.48,0.35,7.36,90.6,0,15000,0,0,0,33500,0,1500,0,0,50000
651178.06,4766199.7,-648.4,3,0.11,0.07,5.32,22.4,0,4000,0,0,0,16000,0,0,0,0,20000
651178.77,4766199.71,-650.27,3,0.1,0.08,4.08,24.6,0,6000,0,0,0,24000,0,0,0,0,30000
651179.47,4766199.72,-652.14,4,0.19,0.07,10.65,19.2,0,9000,0,0,0,21000,0,0,0,0,30000
651180.88,4766199.75,-655.89,4,0.08,0.04,5.68,4.5,0,3000,0,0,0,7000,0,0,0,0,10000
651182.3,4766199.78,-659.63,4,0.28,0.11,8.55,9.9,0,10500,0,0,0,19500,0,0,0,0,30000
651183,4766199.79,-661.5,4,0.17,0.06,18.45,4.7,0,10500,0,0,0,19500,0,0,0,0,30000
651183.71,4766199.8,-663.37,4,0.06,0.04,5.31,3.9,0,3000,0,0,0,7000,0,0,0,0,10000
651087.52,4766194.55,-421.9,5,0.29,0.03,113,6.5,0,3000,0,0,0,26100,0,900,0,0,30000
651095.99,4766195.31,-442.19,5,0.26,0.05,37.1,6.5,0,2000,0,0,0,17400,0,600,0,0,20000
651104.4,4766195.94,-462.51,5,0.13,0.05,3.06,6.3,0,5000,0,0,0,43500,0,1500,0,0,50000
651041.08,4766189.79,-313.53,5,0.15,0.06,12.95,2.6,0,1500,0,0,0,13200,0,300,0,0,15000
650563.94,4765758.45,940.75,1,0.48,0.02,4.52,31.7,0,14000,0,0,0,6000,0,0,0,0,20000
650567.41,4765758.11,931.37,1,0.81,0.02,4.73,56.6,4000,14000,0,0,0,2000,0,0,0,0,20000
650568.11,4765758.04,929.5,1,0.56,0.01,5.44,44.6,1000,16000,0,0,0,3000,0,0,0,0,20000
650570.89,4765757.77,922,1,0.68,0.01,9.51,9.9,0,17000,0,0,0,3000,0,0,0,0,20000
650580.7,4765756.73,895.8,1,0.86,0.04,3.87,248,4500,15000,0,0,0,10500,0,0,0,0,30000
650581.4,4765756.66,893.93,1,0.65,0.02,3.47,28.3,0,12000,0,0,0,18000,0,0,0,0,30000
650582.11,4765756.58,892.06,3,0.41,0.02,3.07,45.8,0,12000,0,0,0,28000,0,0,0,0,40000
650584.92,4765756.28,884.57,3,0.23,0.01,3.2,30.3,0,6000,0,0,0,24000,0,0,0,0,30000
650585.62,4765756.2,882.7,3,0.14,0.02,5.43,54.6,0,7500,0,0,0,22500,0,0,0,0,30000
650587.02,4765756.05,878.96,3,0.15,0.04,4.42,40.6,0,6000,0,0,0,24000,0,0,0,0,30000
650587.73,4765755.98,877.09,3,0.15,0.03,7.22,33.4,0,6000,0,0,0,24000,0,0,0,0,30000
650590.54,4765755.68,869.61,3,0.13,0.06,7.45,33.6,0,6000,0,0,0,24000,0,0,0,0,30000
650591.94,4765755.52,865.86,3,0.18,0.03,9.57,19.2,0,4000,0,0,0,36000,0,0,0,0,40000
650594.75,4765755.22,858.38,3,0.13,0.03,11.05,137,0,8000,0,0,0,32000,0,0,0,0,40000
650595.46,4765755.15,856.51,3,0.13,0.03,12,40.4,0,8000,0,0,0,32000,0,0,0,0,40000
650599.7,4765754.69,845.3,1,0.11,0.03,15.3,396,0,0,0,0,0,30000,0,0,0,0,30000
650600.41,4765754.61,843.43,1,0.16,0.05,7.24,579,0,0,0,0,0,50000,0,0,0,0,50000
650601.12,4765754.54,841.56,1,0.06,0.03,12.4,209,0,0,0,0,0,40000,0,0,0,0,40000
650601.83,4765754.46,839.69,1,0.07,0.03,8.24,238,0,0,0,0,0,50000,0,0,0,0,50000
650603.25,4765754.31,835.96,1,0.12,0.03,9.62,430,0,0,0,0,0,40000,0,0,0,0,40000
650606.1,4765754,828.48,1,0.3,0.04,47.5,281,0,3200,0,0,0,35200,0,1600,0,0,40000
650606.81,4765753.93,826.62,1,0.17,0.03,14.55,62,0,2500,0,0,0,47500,0,0,0,0,50000
650607.52,4765753.85,824.75,1,0.19,0.03,19.95,61.1,0,2000,0,0,0,38000,0,0,0,0,40000
650608.94,4765753.7,821.01,1,0.19,0.02,28.9,33.9,0,2500,0,0,0,47500,0,0,0,0,50000
650610.36,4765753.55,817.28,1,0.12,0.16,26.5,54.3,0,2000,0,0,0,38000,0,0,0,0,40000
650611.07,4765753.47,815.41,1,0.15,0.03,84.6,66.2,0,2500,0,0,0,47500,0,0,0,0,50000
650613.91,4765753.17,807.94,1,0.21,0.11,13,65.3,0,5000,0,0,0,45000,0,0,0,0,50000
650616.04,4765752.94,802.33,1,0.35,0.11,30.6,103.5,0,12000,0,0,0,28000,0,0,0,0,40000
650617.48,4765752.78,798.6,1,0.08,0.07,20.2,17.3,0,2500,0,0,0,47500,0,0,0,0,50000
650620.39,4765752.45,791.16,1,0.13,0.03,28.5,235,0,800,0,0,0,39200,0,0,0,0,40000
650621.11,4765752.37,789.29,1,0.27,0.05,24.7,812,0,800,0,0,0,39200,0,0,0,0,40000
650621.84,4765752.29,787.43,1,0.44,0.08,43.6,1305,0,800,0,0,0,39200,0,0,0,0,40000
650624.74,4765751.97,779.99,1,0.5,0.03,12.65,870,0,1000,0,0,0,49000,0,0,0,0,50000
650625.47,4765751.89,778.12,1,0.37,0.03,9.86,821,0,1000,0,0,0,49000,0,0,0,0,50000
650629.1,4765751.48,768.82,3,0.21,0.03,140,8.2,0,9000,0,0,0,21000,0,0,0,0,30000
650629.83,4765751.4,766.96,3,0.25,0.03,111.5,11.3,0,6000,0,0,0,14000,0,0,0,0,20000
650638.6,4765750.38,744.64,3,0.24,0.02,116.5,11.6,0,4500,0,0,0,5500,0,0,0,0,10000
650640.84,4765750.1,739.08,3,0.27,0.02,95.9,16.2,0,11200,0,0,0,28000,0,800,0,0,40000
650643.82,4765749.72,731.66,3,0.31,0.07,175.5,21.8,0,10000,0,0,0,30000,0,0,0,0,40000
650644.56,4765749.63,729.81,3,0.3,0.04,172,8,0,8000,0,0,0,30000,0,2000,0,0,40000
650649.04,4765749.06,718.69,3,0.35,0.04,129.5,5.8,0,8100,0,0,0,21000,0,900,0,0,30000
650649.78,4765748.97,716.84,3,0.58,0.07,192,9.8,0,18000,0,0,0,10800,0,1200,0,0,30000
650650.54,4765748.85,714.99,3,0.28,0.04,144,10,0,6750,0,0,0,17500,0,750,0,0,25000
650652.83,4765748.5,709.45,3,0.3,0.04,92,12.5,0,8750,0,0,0,15500,0,750,0,0,25000
650653.59,4765748.38,707.61,3,0.29,0.04,98.5,15.5,0,7000,0,0,0,12400,0,600,0,0,20000
650654.35,4765748.26,705.76,3,0.21,0.02,40.6,4.7,0,8000,0,0,0,12000,0,0,0,0,20000
650662.72,4765746.98,685.46,3,0.31,0.06,101,8.2,300,6000,0,0,0,23400,0,300,0,0,30000
650663.48,4765746.86,683.61,3,0.87,0.27,142,9.4,750,17500,0,0,0,6750,0,0,0,0,25000
650664.24,4765746.74,681.77,3,0.4,0.09,53.4,5.8,250,10000,0,0,0,14750,0,0,0,0,25000
650665,4765746.62,679.92,3,0.6,0.09,51.6,6.6,600,24000,0,0,0,5400,0,0,0,0,30000
650665.76,4765746.51,678.07,3,0.28,0.1,32,8.5,0,15000,0,0,0,14400,0,600,0,0,30000
650666.52,4765746.39,676.23,3,0.25,0.06,46.3,6.6,0,14000,0,0,0,5600,0,400,0,0,20000
650668.05,4765746.16,672.54,3,0.29,0.06,61.5,20.8,0,12000,0,0,0,8000,0,0,0,0,20000
650673.44,4765745.3,659.65,3,0.37,0.03,26.9,6.3,0,6000,0,0,0,24000,0,0,0,0,30000
650674.21,4765745.18,657.8,3,0.25,0.2,22.7,53.1,0,6000,0,0,0,54000,0,0,0,0,60000
650674.98,4765745.06,655.96,3,0.28,0.06,30,17.8,0,5000,0,0,0,45000,0,0,0,0,50000
650677.29,4765744.69,650.44,3,0.18,0.03,18.1,27.6,0,3500,0,0,0,31500,0,0,0,0,35000
650678.07,4765744.56,648.6,3,0.24,0.03,34.5,47.5,0,4500,0,0,0,25500,0,0,0,0,30000
650678.84,4765744.44,646.76,3,0.34,0.03,59.8,40.2,0,7000,0,0,0,27650,0,350,0,0,35000
650680.38,4765744.2,643.07,3,0.21,0.04,120.5,19.3,0,5000,0,0,0,44000,0,1000,0,0,50000
650681.15,4765744.07,641.23,3,0.15,0.03,137.5,14.4,0,4000,0,0,0,45000,0,1000,0,0,50000
650682.69,4765743.83,637.55,3,0.24,0.02,69.8,12.7,0,4000,0,0,0,36000,0,0,0,0,40000
650683.46,4765743.71,635.71,3,0.24,0.03,36,11.7,0,6000,0,0,0,33600,0,400,0,0,40000
650684.23,4765743.58,633.87,3,0.48,0.05,25.6,8.9,0,4900,0,0,0,29750,0,350,0,0,35000
650688.09,4765742.97,624.66,3,0.54,0.15,31.7,54.7,0,14000,0,0,0,26000,0,0,0,0,40000
650689.63,4765742.72,620.98,3,0.36,0.08,36,144.5,0,6000,0,0,0,54000,0,0,0,0,60000
650690.4,4765742.6,619.14,3,0.39,0.12,19.4,77,0,10500,0,0,0,24500,0,0,0,0,35000
650691.94,4765742.36,615.45,3,0.18,0.02,42.8,13.2,0,5250,0,0,0,29400,0,350,0,0,35000
650697.34,4765741.5,602.57,3,0.47,0.03,72.1,8.6,0,6000,0,0,0,23400,0,600,0,0,30000
650698.11,4765741.37,600.72,3,0.36,0.02,90.3,12.8,0,5250,0,0,0,29400,0,350,0,0,35000
650698.88,4765741.25,598.88,3,0.27,0.02,108,8.3,0,4900,0,0,0,64400,0,700,0,0,70000
650701.2,4765740.88,593.36,3,0.45,0.03,24.7,27.7,0,7500,0,0,0,22500,0,0,0,0,30000
650701.97,4765740.76,591.52,3,0.82,0.05,51.5,22,0,6000,0,0,0,24000,0,0,0,0,30000
650702.74,4765740.64,589.68,3,0.56,0.04,40.8,13.7,0,4500,0,0,0,25500,0,0,0,0,30000
650705.05,4765740.27,584.15,3,0.57,0.02,64.1,16.3,0,11900,0,0,0,22750,0,350,0,0,35000
650705.82,4765740.15,582.31,3,0.6,0.02,70.3,10.3,0,7000,0,0,0,28000,0,0,0,0,35000
650708.14,4765739.78,576.79,3,0.65,0.04,25.3,6.5,0,12000,0,0,0,18000,0,0,0,0,30000
650708.91,4765739.66,574.95,3,1.15,0.14,26.8,9.9,0,16000,0,0,0,24000,0,0,0,0,40000
650711.22,4765739.29,569.42,3,1.09,0.05,42.8,6.5,1350,13500,0,0,0,30150,0,0,0,0,45000
650712.76,4765739.04,565.74,3,0.8,0.11,40.9,5.7,1350,13500,0,0,0,29250,0,900,0,0,45000
650714.31,4765738.8,562.06,3,0.4,0.06,23.5,5.5,0,4000,0,0,0,16000,0,0,0,0,20000
650716.62,4765738.43,556.53,3,0.76,0.12,82.7,17,0,7000,0,0,0,28000,0,0,0,0,35000
650718.16,4765738.19,552.85,3,1.05,0.16,38.7,5.2,0,7500,0,0,0,22500,0,0,0,0,30000
650721.25,4765737.69,545.48,3,0.71,0.08,18.7,13,0,7000,0,0,0,28000,0,0,0,0,35000
650722.02,4765737.57,543.64,3,0.69,0.07,41.1,7.6,0,8750,0,0,0,26250,0,0,0,0,35000
650726.64,4765736.84,532.6,3,0.5,0.08,21.1,4.7,0,16000,0,0,0,3600,0,400,0,0,20000
650728.19,4765736.59,528.91,3,0.54,0.11,26.6,2.4,0,16000,0,0,0,3400,0,600,0,0,20000
650728.96,4765736.47,527.07,3,0.48,0.09,27.6,3.2,0,8000,0,0,0,2000,0,0,0,0,10000
650735.13,4765735.49,512.34,3,0.71,0.06,111.5,3.3,0,7000,0,0,0,3000,0,0,0,0,10000
650735.9,4765735.36,510.5,3,0.77,0.07,139,4.7,0,9000,0,0,0,10400,0,600,0,0,20000
650736.67,4765735.24,508.66,3,0.5,0.08,155,4.1,0,8000,0,0,0,11400,0,600,0,0,20000
650737.44,4765735.12,506.82,3,0.43,0.09,84.6,3,0,9600,0,0,0,10000,0,400,0,0,20000
650741.35,4765734.53,497.63,3,0.55,0.11,51.3,2.2,0,16000,0,0,0,4000,0,0,0,0,20000
650742.13,4765734.41,495.79,3,0.71,0.12,134,1.7,0,12000,0,0,0,8000,0,0,0,0,20000
650745.25,4765733.94,488.45,3,0.52,0.11,77.2,2,0,9000,0,0,0,10600,0,400,0,0,20000
650748.38,4765733.47,481.1,3,0.57,0.09,76.2,2.9,0,6000,0,0,0,13600,0,400,0,0,20000
650753.07,4765732.77,470.07,3,0.56,0.07,70.2,5.6,0,12000,0,0,0,18000,0,0,0,0,30000
650755.42,4765732.42,464.56,3,0.4,0.08,22.6,7.3,0,10500,0,0,0,19500,0,0,0,0,30000
650756.98,4765732.18,460.89,3,0.26,0.03,21.2,3.8,0,8000,0,0,0,12000,0,0,0,0,20000
650759.32,4765731.83,455.38,3,0.72,0.21,54.3,81.4,0,19250,0,0,0,15750,0,0,0,0,35000
650760.1,4765731.71,453.54,3,0.51,0.11,51.9,60.9,0,10500,0,0,0,19500,0,0,0,0,30000
650760.89,4765731.59,451.7,3,0.6,0.13,43.2,91.2,0,12000,0,0,0,18000,0,0,0,0,30000
650763.23,4765731.24,446.19,3,0.59,0.22,67.1,39.5,0,12000,0,0,0,18000,0,0,0,0,30000
650764.01,4765731.12,444.35,3,0.78,0.17,71.1,28.9,0,18000,0,0,0,12000,0,0,0,0,30000
650764.79,4765731.01,442.52,3,0.5,0.11,80.3,18.1,0,10000,0,0,0,15000,0,0,0,0,25000
650766.36,4765730.77,438.84,3,0.46,0.11,54.5,10.2,0,12000,0,0,0,18000,0,0,0,0,30000
650767.14,4765730.65,437,3,1.04,0.12,66.1,8.9,0,28000,0,0,0,12000,0,0,0,0,40000
650767.91,4765730.54,435.16,3,0.65,0.2,34.5,9,0,18000,0,0,0,12000,0,0,0,0,30000
650782.05,4765729.09,399.93,3,0.5,0.11,51.4,7.6,0,10000,0,0,0,10000,0,0,0,0,20000
650782.76,4765729.08,398.06,3,0.49,0.09,56.6,7.4,0,10000,0,0,0,10000,0,0,0,0,20000
650785.6,4765729.04,390.58,3,0.36,0.07,47.1,6.1,0,8000,0,0,0,12000,0,0,0,0,20000
650788.44,4765729,383.1,3,0.55,0.11,85.1,14.5,0,10000,0,0,0,15000,0,0,0,0,25000
