Easting,Northing,Elevation,Alteration,Cu,Au,Mo,As,Bn,Cp,Cc,Cv,En,Py,Pyr,Mol,Ga,Sph,TS
650790.58,4765728.96,377.5,3,0.73,0.13,88.3,10.6,0,12500,0,0,0,12500,0,0,0,0,25000
650791.29,4765728.95,375.63,3,1.1,0.27,70.5,8.3,0,15000,0,0,0,15000,0,0,0,0,30000
650793.42,4765728.92,370.02,3,0.33,0.07,164.5,13.8,0,11250,0,0,0,13750,0,0,0,0,25000
650794.13,4765728.91,368.15,3,0.34,0.06,53.9,3.6,0,4500,0,0,0,10500,0,0,0,0,15000
650797.68,4765728.85,358.8,3,0.27,0.05,21.1,2.8,0,10000,0,0,0,15000,0,0,0,0,25000
650798.39,4765728.84,356.93,3,0.78,0.15,172,5.6,0,21000,0,0,0,14000,0,0,0,0,35000
650825.25,4765728.22,287.98,3,0.2,0.05,19.5,2.1,0,7000,0,0,0,13000,0,0,0,0,20000
650826,4765728.2,286.13,3,0.33,0.08,43.1,3,0,10000,0,0,0,15000,0,0,0,0,25000
650826.74,4765728.18,284.27,3,0.71,0.21,171,5.5,0,10000,0,0,0,15000,0,0,0,0,25000
650827.48,4765728.16,282.41,3,0.25,0.18,26.6,8.8,0,7500,0,0,0,22500,0,0,0,0,30000
651051.48,4766190.98,-337.33,5,0.27,0.05,23.4,4.6,0,1000,0,0,0,8800,0,200,0,0,10000
650833.43,4765728.01,267.56,3,0.47,0.13,27.9,13.3,0,11250,0,0,0,13750,0,0,0,0,25000
650834.17,4765728,265.7,3,0.44,0.15,24.9,25.8,0,11250,0,0,0,13750,0,0,0,0,25000
650834.92,4765727.98,263.85,3,0.54,0.16,28.2,15.9,0,13500,0,0,0,16500,0,0,0,0,30000
650836.4,4765727.94,260.13,3,0.46,0.13,57.7,38.9,0,13500,0,0,0,16500,0,0,0,0,30000
650837.15,4765727.92,258.28,3,0.38,0.07,41.9,10.5,0,11250,0,0,0,13750,0,0,0,0,25000
650840.12,4765727.85,250.85,3,0.38,0.11,37.5,2.9,0,12000,0,0,0,8000,0,0,0,0,20000
650841.61,4765727.81,247.14,3,0.34,0.64,52,105.5,0,12000,0,0,0,17400,0,600,0,0,30000
650842.36,4765727.79,245.28,3,0.52,0.21,23.9,63.3,0,13500,0,0,0,15900,0,600,0,0,30000
650843.13,4765727.76,243.44,3,0.37,0.11,34.1,22.5,0,8750,0,0,0,15750,0,500,0,0,25000
650843.9,4765727.74,241.59,3,0.77,0.14,222,19.1,0,21700,0,0,0,12250,0,1050,0,0,35000
650847.74,4765727.6,232.36,3,0.39,0.16,58.4,16.9,0,12000,0,0,0,17100,0,900,0,0,30000
651069.66,4766192.89,-379.54,5,0.12,0.03,18,3,0,3000,0,0,0,26400,0,600,0,0,30000
651070.45,4766192.96,-381.38,5,0.12,0.04,25.1,3.2,0,1500,0,0,0,13200,0,300,0,0,15000
651088.29,4766194.62,-423.74,5,0.14,0.02,78.5,4.8,0,2500,0,0,0,22000,0,500,0,0,25000
651096.76,4766195.38,-444.03,5,0.16,0.06,39.9,2.6,0,1500,0,0,0,13200,0,300,0,0,15000
651099.06,4766195.57,-449.57,5,0.15,0.08,7.78,8.4,0,3000,0,0,0,26400,0,600,0,0,30000
651103.63,4766195.89,-460.66,5,0.1,0.08,2.67,10.6,0,2000,0,0,0,17600,0,400,0,0,20000
650853.12,4765727.42,219.44,3,0.54,0.26,159.5,3.9,0,12000,0,0,0,7600,0,400,0,0,20000
650854.65,4765727.37,215.74,3,0.38,0.08,730,2,0,12400,0,0,0,6600,0,1000,0,0,20000
650856.96,4765727.29,210.2,3,0.41,0.32,104.5,46.2,0,8000,0,0,0,11600,0,400,0,0,20000
650857.73,4765727.26,208.36,3,0.55,0.13,225,26.7,0,12000,0,0,0,17400,0,600,0,0,30000
650858.49,4765727.24,206.51,3,0.41,0.16,22.5,49.4,0,10000,0,0,0,13750,0,1250,0,0,25000
650859.28,4765727.2,204.67,3,0.19,0.03,11.9,6.3,0,9000,0,0,0,5700,0,300,0,0,15000
650860.06,4765727.17,202.83,3,0.14,0.02,21.8,13.4,0,10500,0,0,0,4200,0,300,0,0,15000
650860.84,4765727.13,200.99,3,0.17,0.03,16.95,7.7,0,7500,0,0,0,7200,0,300,0,0,15000
650864.75,4765726.95,191.79,3,0.52,0.1,150.5,89.2,0,6000,0,0,0,13600,0,400,0,0,20000
650865.53,4765726.92,189.95,3,0.43,0.12,87.6,111,0,7500,0,0,0,21900,0,600,0,0,30000
650866.31,4765726.88,188.11,3,0.39,0.1,40.3,93.6,0,10500,0,0,0,19500,0,0,0,0,30000
650867.09,4765726.85,186.27,3,0.37,0.33,110,34.6,0,12000,0,0,0,17400,0,600,0,0,30000
650867.88,4765726.81,184.42,3,0.47,0.23,97.8,48,0,11400,0,0,0,18000,0,600,0,0,30000
650869.44,4765726.74,180.74,3,0.42,0.06,55.8,213,0,7600,0,0,0,12000,0,400,0,0,20000
650870.22,4765726.7,178.9,3,0.57,0.27,85.7,161.5,0,8750,0,0,0,15750,0,500,0,0,25000
650871.79,4765726.63,175.22,3,0.31,0.05,43,335,0,7000,0,0,0,17500,0,500,0,0,25000
650873.35,4765726.56,171.54,3,0.24,0.04,49.2,26.4,0,6000,0,0,0,14000,0,0,0,0,20000
650875.69,4765726.46,166.02,3,0.63,0.11,177,29.8,0,9000,0,0,0,21000,0,0,0,0,30000
650878.06,4765726.32,160.51,3,0.26,0.22,43.2,31.5,0,6000,0,0,0,14000,0,0,0,0,20000
650878.86,4765726.26,158.67,3,0.32,0.1,87,18.3,0,6250,0,0,0,18750,0,0,0,0,25000
650879.65,4765726.21,156.84,3,0.3,0.1,132.5,27.7,0,6250,0,0,0,18250,0,500,0,0,25000
650880.45,4765726.15,155,3,0.33,0.03,153,3.7,0,9900,0,0,0,19500,0,600,0,0,30000
650881.24,4765726.09,153.17,3,0.31,0.02,67.6,3.6,0,9000,0,0,0,20400,0,600,0,0,30000
650884.42,4765725.87,145.83,3,0.25,0.03,47.6,5.3,0,9800,0,0,0,24500,0,700,0,0,35000
650889.19,4765725.53,134.83,3,0.25,0.02,26.5,6.1,0,10000,0,0,0,30000,0,0,0,0,40000
650889.99,4765725.48,132.99,3,0.33,0.04,86.6,6.5,0,12000,0,0,0,27200,0,800,0,0,40000
650890.8,4765725.4,131.17,3,0.38,0.05,108,7.9,0,13200,0,0,0,26000,0,800,0,0,40000
650891.6,4765725.32,129.34,3,0.45,0.03,44.7,5.9,0,13500,0,0,0,30600,0,900,0,0,45000
650892.41,4765725.24,127.51,3,0.51,0.05,206,7.4,0,17500,0,0,0,31000,0,1500,0,0,50000
650894.03,4765725.09,123.86,3,0.39,0.08,638,5.2,0,15200,0,0,0,24000,0,800,0,0,40000
650894.84,4765725.01,122.03,3,0.21,0.05,41.9,9.6,0,10500,0,0,0,24500,0,0,0,0,35000
650897.27,4765724.78,116.55,3,0.21,0.02,68.8,5.8,0,12250,0,0,0,22750,0,0,0,0,35000
650899.7,4765724.55,111.07,3,0.25,0.05,35.9,7,0,10000,0,0,0,30000,0,0,0,0,40000
650900.51,4765724.47,109.24,3,0.37,0.09,38.1,5.6,0,10000,0,0,0,30000,0,0,0,0,40000
650901.32,4765724.39,107.41,3,0.34,0.04,52,4.7,0,12000,0,0,0,27200,0,800,0,0,40000
650902.94,4765724.24,103.76,3,0.18,0.05,40.7,4.7,0,10800,0,0,0,28000,0,1200,0,0,40000
650907.8,4765723.77,92.79,3,0.42,0.09,606,6.4,0,12800,0,0,0,26000,0,1200,0,0,40000
650909.41,4765723.62,89.14,3,0.42,0.1,42.1,6.9,0,11550,0,0,0,22750,0,700,0,0,35000
650911.03,4765723.46,85.49,3,0.28,0.04,37.3,8.2,0,10500,0,0,0,23800,0,700,0,0,35000
650911.84,4765723.39,83.66,3,0.28,0.05,55,8.4,0,11200,0,0,0,28000,0,800,0,0,40000
650912.65,4765723.31,81.83,3,0.25,0.03,349,6.2,0,12800,0,0,0,26000,0,1200,0,0,40000
650913.46,4765723.23,80,3,0.25,0.03,32.1,10.7,0,11250,0,0,0,32850,0,900,0,0,45000
650915.89,4765723,74.52,3,0.36,0.06,63.7,7.5,0,12000,0,0,0,27200,0,800,0,0,40000
650916.7,4765722.92,72.7,3,0.42,0.05,77.7,9.6,0,13200,0,0,0,26000,0,800,0,0,40000
650917.51,4765722.85,70.87,3,0.43,0.04,152.5,7.7,0,11200,0,0,0,22750,0,1050,0,0,35000
650920.75,4765722.54,63.56,3,0.22,0.03,135,9.3,0,11200,0,0,0,22750,0,1050,0,0,35000
650921.56,4765722.46,61.73,3,0.3,0.07,156,11.6,0,12000,0,0,0,26000,0,2000,0,0,40000
650923.99,4765722.23,56.25,3,0.55,0.08,53.8,9.6,0,16000,0,0,0,23200,0,800,0,0,40000
650925.6,4765722.07,52.6,3,0.33,0.03,43.4,12.7,0,11550,0,0,0,22750,0,700,0,0,35000
650927.22,4765721.92,48.94,3,0.77,0.13,89.2,12.7,0,14000,0,0,0,25200,0,800,0,0,40000
650928.03,4765721.84,47.11,3,0.81,0.17,115,16.4,0,22800,0,0,0,16000,0,1200,0,0,40000
650928.84,4765721.76,45.29,3,0.42,0.18,53.4,17.9,0,12000,0,0,0,17100,0,900,0,0,30000
650929.65,4765721.69,43.46,3,0.36,0.17,73.1,23.7,0,14000,0,0,0,24800,0,1200,0,0,40000
650930.46,4765721.61,41.63,3,0.36,0.34,75.3,18.5,0,16000,0,0,0,22800,0,1200,0,0,40000
650932.89,4765721.38,36.15,3,0.63,0.16,105,24.6,0,12800,0,0,0,26000,0,1200,0,0,40000
650934.51,4765721.21,32.5,3,0.28,0.06,24.9,16.1,0,9900,0,0,0,19500,0,600,0,0,30000
650935.32,4765721.12,30.67,3,0.33,0.12,29.3,22.9,0,11200,0,0,0,22750,0,1050,0,0,35000
650936.13,4765721.03,28.84,3,0.3,0.42,84.1,22.6,0,9900,0,0,0,19500,0,600,0,0,30000
650936.94,4765720.94,27.02,3,0.31,0.33,74.2,22,0,11100,0,0,0,18000,0,900,0,0,30000
650937.75,4765720.85,25.19,3,0.72,0.3,49.3,28.2,0,11200,0,0,0,28000,0,800,0,0,40000
650938.56,4765720.76,23.36,3,0.97,0.4,109,25.5,0,15050,0,0,0,19250,0,700,0,0,35000
650939.37,4765720.67,21.54,3,0.58,0.19,184.5,21,0,16800,0,0,0,17500,0,700,0,0,35000
650941.79,4765720.4,16.06,3,0.32,0.41,51,17.2,0,11400,0,0,0,18000,0,600,0,0,30000
650942.6,4765720.31,14.23,3,0.32,0.33,67.8,14.7,0,10500,0,0,0,18900,0,600,0,0,30000
650943.41,4765720.22,12.4,3,0.16,0.31,45.1,9.1,0,9500,0,0,0,15000,0,500,0,0,25000
650944.22,4765720.13,10.58,3,0.35,0.4,52.3,10.1,0,10500,0,0,0,18900,0,600,0,0,30000
650945.84,4765719.95,6.92,3,0.21,0.56,29.7,10.4,0,9900,0,0,0,19500,0,600,0,0,30000
650946.65,4765719.86,5.1,3,0.36,0.46,100,11.2,0,10500,0,0,0,18600,0,900,0,0,30000
650947.46,4765719.77,3.27,3,0.34,0.1,153,11.2,0,10500,0,0,0,18600,0,900,0,0,30000
650949.08,4765719.59,-0.38,3,0.19,0.26,42.7,12.7,0,11400,0,0,0,18000,0,600,0,0,30000
650949.89,4765719.5,-2.21,3,0.46,0.33,114,23.7,0,11400,0,0,0,18000,0,600,0,0,30000
650950.7,4765719.41,-4.04,3,0.23,0.29,66.3,15.1,0,14400,0,0,0,15000,0,600,0,0,30000
650952.34,4765719.22,-7.68,3,0.15,0.11,22.8,15.9,0,10500,0,0,0,19500,0,0,0,0,30000
650953.16,4765719.12,-9.5,3,0.28,0.27,47.7,21.3,0,10500,0,0,0,18900,0,600,0,0,30000
650953.99,4765719.02,-11.32,3,0.3,0.69,37.1,39.5,0,10500,0,0,0,19500,0,0,0,0,30000
650954.81,4765718.93,-13.14,3,0.28,0.32,68.9,12.5,0,12000,0,0,0,18000,0,0,0,0,30000
650956.46,4765718.73,-16.78,3,0.3,0.29,45.2,4.4,0,11100,0,0,0,18000,0,900,0,0,30000
650957.28,4765718.64,-18.6,3,0.25,0.23,29.7,4.6,0,11100,0,0,0,18000,0,900,0,0,30000
650958.1,4765718.54,-20.42,3,0.71,0.41,79.4,8.1,0,9000,0,0,0,21000,0,0,0,0,30000
650958.93,4765718.44,-22.24,3,0.38,0.67,50,10.7,0,7500,0,0,0,17500,0,0,0,0,25000
650960.57,4765718.25,-25.88,3,0.18,0.24,26.7,16.3,0,6000,0,0,0,24000,0,0,0,0,30000
650976.38,4765716.37,-60.38,3,0.15,0.36,39.8,20.3,0,7000,0,0,0,28000,0,0,0,0,35000
650977.22,4765716.27,-62.2,3,0.23,0.27,32.1,33.3,0,8000,0,0,0,32000,0,0,0,0,40000
650978.05,4765716.16,-64.01,3,0.2,0.1,44,7.7,0,8000,0,0,0,32000,0,0,0,0,40000
650978.89,4765716.06,-65.82,3,0.46,0.15,128.5,14.9,0,7000,0,0,0,28000,0,0,0,0,35000
650979.73,4765715.96,-67.64,3,0.18,0.13,18.9,8.9,0,3000,0,0,0,27000,0,0,0,0,30000
650980.57,4765715.86,-69.45,3,0.21,0.46,63.4,6.9,0,3000,0,0,0,27000,0,0,0,0,30000
650983.08,4765715.56,-74.89,3,0.28,0.22,49.3,10.8,0,6000,0,0,0,14000,0,0,0,0,20000
650983.92,4765715.46,-76.7,3,0.22,0.29,35.7,9.2,0,5000,0,0,0,15000,0,0,0,0,20000
650986.43,4765715.16,-82.14,3,0.26,0.14,25,50.6,0,6000,0,0,0,24000,0,0,0,0,30000
650987.27,4765715.06,-83.96,3,0.35,0.1,66.9,20.9,0,3000,0,0,0,17000,0,0,0,0,20000
650988.1,4765714.96,-85.77,3,0.15,0.1,28.5,53.3,0,2500,0,0,0,22500,0,0,0,0,25000
650989.78,4765714.75,-89.4,3,0.19,0.07,21.6,27.1,0,2500,0,0,0,22500,0,0,0,0,25000
650990.62,4765714.65,-91.21,3,0.28,0.1,46.5,58.2,0,3000,0,0,0,27000,0,0,0,0,30000
650993.13,4765714.35,-96.65,3,0.22,0.09,31.4,23.8,0,2500,0,0,0,22500,0,0,0,0,25000
650994.81,4765714.13,-100.27,3,0.29,0.1,23.2,19,0,4500,0,0,0,25500,0,0,0,0,30000
650997.34,4765713.76,-105.7,3,0.25,0.09,49.9,13.4,0,1000,0,0,0,19000,0,0,0,0,20000
650999.02,4765713.52,-109.32,3,0.44,0.13,28.3,37,0,1250,0,0,0,23750,0,0,0,0,25000
650999.87,4765713.4,-111.13,3,0.28,0.04,19.4,26.1,0,2000,0,0,0,18000,0,0,0,0,20000
651000.71,4765713.27,-112.94,3,0.15,0.05,23.6,16.3,0,3000,0,0,0,27000,0,0,0,0,30000
651002.39,4765713.03,-116.56,3,0.09,0.06,9.07,48.5,0,2000,0,0,0,18000,0,0,0,0,20000
651003.23,4765712.91,-118.37,3,0.12,0.04,17.4,20.1,0,2500,0,0,0,22500,0,0,0,0,25000
651004.08,4765712.79,-120.18,3,0.31,0.18,37.3,32.3,0,3500,0,0,0,31500,0,0,0,0,35000
651007.48,4765712.25,-127.4,3,0.11,0.07,19.75,24.4,0,1500,0,0,0,28500,0,0,0,0,30000
651008.34,4765712.11,-129.2,3,0.22,0.07,98.9,54.2,0,1750,0,0,0,33250,0,0,0,0,35000
651009.19,4765711.97,-131.01,3,0.21,0.18,63,20.4,0,4000,0,0,0,36000,0,0,0,0,40000
651010.05,4765711.83,-132.81,3,0.11,0.02,47.5,10,0,1250,0,0,0,23750,0,0,0,0,25000
651011.76,4765711.56,-136.41,3,0.13,0.09,45.3,21.8,0,3000,0,0,0,27000,0,0,0,0,30000
651012.62,4765711.42,-138.22,3,0.15,1,30.9,28.5,0,1500,0,0,0,28500,0,0,0,0,30000
651013.47,4765711.28,-140.02,3,0.16,0.81,8.03,36.4,0,1500,0,0,0,28500,0,0,0,0,30000
651014.33,4765711.14,-141.82,3,0.19,0.32,70.9,25.6,0,3000,0,0,0,27000,0,0,0,0,30000
651016.89,4765710.73,-147.23,3,0.31,0.22,33.3,62.2,0,2500,0,0,0,22500,0,0,0,0,25000
651018.6,4765710.45,-150.83,3,0.23,0.16,24,69.9,0,5250,0,0,0,29750,0,0,0,0,35000
651019.48,4765710.3,-152.63,3,0.19,0.77,35.7,80.7,0,5250,0,0,0,29750,0,0,0,0,35000
651021.23,4765710,-156.21,3,0.14,0.15,15.65,44.4,0,7000,0,0,0,28000,0,0,0,0,35000
651022.99,4765709.7,-159.79,3,0.16,0.27,29.5,80.8,0,6000,0,0,0,24000,0,0,0,0,30000
651023.86,4765709.55,-161.58,3,0.14,0.27,40.5,37.3,0,3750,0,0,0,21250,0,0,0,0,25000
651025.62,4765709.24,-165.16,3,0.13,0.2,32.9,46.2,0,12250,0,0,0,22750,0,0,0,0,35000
651026.5,4765709.09,-166.95,3,0.2,0.24,29.6,67.5,0,9000,0,0,0,21000,0,0,0,0,30000
651027.37,4765708.94,-168.75,3,0.32,2.61,127,170.5,0,10500,0,0,0,24500,0,0,0,0,35000
651028.25,4765708.79,-170.54,3,0.29,18.5,97.2,151.5,0,14000,0,0,0,26000,0,0,0,0,40000
651030,4765708.49,-174.12,3,0.24,0.28,25.5,86.1,0,10500,0,0,0,24500,0,0,0,0,35000
651030.88,4765708.34,-175.91,3,0.2,0.64,30,139,0,14000,0,0,0,26000,0,0,0,0,40000
651032.66,4765708.02,-179.48,3,0.32,0.47,34.1,146.5,0,7000,0,0,0,28000,0,0,0,0,35000
651033.56,4765707.86,-181.25,3,0.3,1.08,69.9,125,0,8750,0,0,0,26250,0,0,0,0,35000
651034.47,4765707.69,-183.03,3,0.24,0.2,22.2,106,0,7000,0,0,0,28000,0,0,0,0,35000
651035.37,4765707.53,-184.81,3,0.15,0.24,11.15,98.8,0,4500,0,0,0,25500,0,0,0,0,30000
651036.27,4765707.36,-186.59,3,0.37,0.2,63.5,72.2,0,7000,0,0,0,28000,0,0,0,0,35000
651037.17,4765707.2,-188.36,3,0.33,0.28,23.4,129.5,0,8750,0,0,0,26250,0,0,0,0,35000
651038.07,4765707.03,-190.14,3,0.23,0.27,12.3,127.5,0,3750,0,0,0,21250,0,0,0,0,25000
651038.98,4765706.86,-191.92,3,0.2,0.12,16.9,90.4,0,3000,0,0,0,17000,0,0,0,0,20000
651039.88,4765706.7,-193.7,3,0.23,0.2,9.74,108,0,4500,0,0,0,25500,0,0,0,0,30000
651041.68,4765706.37,-197.25,3,0.33,0.15,33.2,128.5,0,5250,0,0,0,29750,0,0,0,0,35000
651042.58,4765706.2,-199.03,3,0.27,0.15,14.6,226,0,7000,0,0,0,28000,0,0,0,0,35000
651043.49,4765706.04,-200.8,3,0.32,0.18,15.3,100.5,0,7000,0,0,0,28000,0,0,0,0,35000
651046.19,4765705.54,-206.14,3,0.49,0.16,14.85,111.5,0,7000,0,0,0,28000,0,0,0,0,35000
651047.1,4765705.37,-207.91,3,0.16,0.11,8.14,103.5,0,3000,0,0,0,27000,0,0,0,0,30000
651048.94,4765705,-211.44,4,0.15,0.31,6.59,96.3,0,3750,0,0,0,21250,0,0,0,0,25000
651049.86,4765704.81,-213.21,4,0.12,0.11,6.11,111.5,0,3000,0,0,0,17000,0,0,0,0,20000
651050.78,4765704.62,-214.97,4,0.19,0.06,11.9,81.5,0,6000,0,0,0,24000,0,0,0,0,30000
651051.7,4765704.43,-216.74,4,0.11,0.13,5.75,74.3,0,3750,0,0,0,21250,0,0,0,0,25000
651052.62,4765704.25,-218.5,4,0.12,0.09,10.9,130,0,5860,0,0,0,23440,0,0,0,0,29300
651053.55,4765704.06,-220.27,3,0.09,0.07,7.92,40.2,0,4000,0,0,0,16000,0,0,0,0,20000
651058.15,4765703.12,-229.09,3,0.17,0.3,33.2,76.3,0,1250,0,0,0,23750,0,0,0,0,25000
651059.08,4765702.89,-230.85,3,0.34,0.56,106.5,102,0,6300,0,0,0,28000,0,700,0,0,35000
651060.94,4765702.44,-234.36,3,0.47,0.43,52.6,120.5,0,3000,0,0,0,27000,0,0,0,0,30000
651061.87,4765702.21,-236.12,3,0.21,0.64,43.6,121.5,0,3000,0,0,0,27000,0,0,0,0,30000
651065.59,4765701.3,-243.15,3,0.19,0.34,14.55,118.5,0,3000,0,0,0,27000,0,0,0,0,30000
651066.52,4765701.08,-244.9,3,0.22,0.45,13.2,162.5,0,4000,0,0,0,36000,0,0,0,0,40000
651067.44,4765700.85,-246.66,3,0.28,0.51,16.15,243,0,1500,0,0,0,28500,0,0,0,0,30000
651068.37,4765700.62,-248.41,3,0.2,0.35,13.8,163,0,2500,0,0,0,22500,0,0,0,0,25000
651070.23,4765700.17,-251.93,3,0.3,0.3,13.15,62,0,4500,0,0,0,25500,0,0,0,0,30000
651071.16,4765699.94,-253.68,3,0.24,0.52,14.2,117,0,3000,0,0,0,27000,0,0,0,0,30000
651072.09,4765699.7,-255.44,3,0.14,0.29,10.3,71.4,0,1250,0,0,0,23750,0,0,0,0,25000
651076.77,4765698.43,-264.19,3,0.19,0.14,13.05,59.3,0,3500,0,0,0,31500,0,0,0,0,35000
651077.7,4765698.17,-265.94,3,0.23,0.26,24.5,79.9,0,3000,0,0,0,27000,0,0,0,0,30000
651094.66,4765693.26,-297.31,3,0.13,0.07,6.5,31.9,0,1500,0,0,0,8500,0,0,0,0,10000
651097.51,4765692.39,-302.51,3,0.34,0.11,15,38,0,5250,0,0,0,29750,0,0,0,0,35000
651098.46,4765692.1,-304.25,3,0.14,0.24,9.18,68.8,0,6000,0,0,0,24000,0,0,0,0,30000
651099.41,4765691.81,-305.99,3,0.27,0.43,15.95,76.1,0,7000,0,0,0,28000,0,0,0,0,35000
651100.35,4765691.52,-307.72,3,0.52,1.2,22.6,118,0,10000,0,0,0,30000,0,0,0,0,40000
651101.32,4765691.22,-309.45,3,0.32,0.38,24.3,77.7,0,6000,0,0,0,34000,0,0,0,0,40000
651109.13,4765688.73,-323.19,3,0.17,0.24,9.63,114.5,0,7000,0,0,0,28000,0,0,0,0,35000
651110.11,4765688.42,-324.9,3,0.36,0.52,15.2,148.5,0,6000,0,0,0,24000,0,0,0,0,30000
651111.09,4765688.11,-326.62,3,0.43,0.34,15.2,106,0,5250,0,0,0,29750,0,0,0,0,35000
651112.07,4765687.79,-328.34,3,0.8,0.37,24.2,52.2,0,8000,0,0,0,32000,0,0,0,0,40000
651113.04,4765687.48,-330.06,3,0.42,0.95,26.9,73.3,0,3000,0,0,0,27000,0,0,0,0,30000
651114.02,4765687.17,-331.77,3,0.35,0.38,13,92.2,0,4500,0,0,0,25500,0,0,0,0,30000
651115,4765686.86,-333.49,3,0.33,0.24,8.55,128,0,5250,0,0,0,29750,0,0,0,0,35000
651115.98,4765686.54,-335.2,3,0.37,0.19,12.9,73.6,0,3000,0,0,0,17000,0,0,0,0,20000
651116.98,4765686.21,-336.9,3,0.59,0.3,20.6,88,0,6000,0,0,0,24000,0,0,0,0,30000
651117.98,4765685.87,-338.6,3,0.46,0.28,37.7,179,0,2500,0,0,0,22500,0,0,0,0,25000
651123.98,4765683.88,-348.8,3,1.18,0.95,15.05,186,0,8000,0,0,0,32000,0,0,0,0,40000
651125.98,4765683.22,-352.2,3,0.73,0.75,24.3,174.5,0,12000,0,0,0,28000,0,0,0,0,40000
651126.98,4765682.89,-353.9,3,0.76,0.68,27.1,211,0,7000,0,0,0,28000,0,0,0,0,35000
651128.98,4765682.22,-357.3,3,0.32,0.41,7.82,95.3,0,3000,0,0,0,27000,0,0,0,0,30000
651130.98,4765681.56,-360.7,3,0.65,0.23,16.15,183,0,12250,0,0,0,22750,0,0,0,0,35000
651131.98,4765681.23,-362.4,3,0.4,0.2,6.09,223,0,7500,0,0,0,22500,0,0,0,0,30000
651135.01,4765680.17,-367.47,3,0.2,0.62,5.64,191.5,0,3750,0,0,0,21250,0,0,0,0,25000
651136.03,4765679.8,-369.15,3,0.26,0.65,7.4,92.7,0,6000,0,0,0,24000,0,0,0,0,30000
651137.04,4765679.44,-370.83,3,0.4,0.63,10.45,108.5,0,9000,0,0,0,21000,0,0,0,0,30000
651138.06,4765679.07,-372.52,3,0.23,0.36,6.5,87.8,0,6000,0,0,0,24000,0,0,0,0,30000
651139.08,4765678.7,-374.2,3,0.42,0.18,14.55,80.8,0,10500,0,0,0,18900,0,600,0,0,30000
651142.13,4765677.61,-379.25,3,0.38,0.58,90.9,139.5,0,10500,0,0,0,18900,0,600,0,0,30000
651144.16,4765676.88,-382.61,3,0.24,0.18,9.14,76,0,7500,0,0,0,21600,0,900,0,0,30000
651145.18,4765676.51,-384.3,3,0.38,1.2,16.05,137.5,0,7500,0,0,0,17000,0,500,0,0,25000
651146.21,4765676.14,-385.97,3,0.47,0.2,22.1,59.9,0,6000,0,0,0,14000,0,0,0,0,20000
651147.27,4765675.76,-387.62,3,0.55,0.11,38.1,51.9,0,9250,0,0,0,15000,0,750,0,0,25000
651148.32,4765675.37,-389.28,3,0.32,0.05,13.7,56.4,0,7600,0,0,0,12000,0,400,0,0,20000
651149.37,4765674.99,-390.94,3,0.6,0.08,43.3,43.8,0,14000,0,0,0,19250,0,1750,0,0,35000
651150.43,4765674.61,-392.59,3,0.49,0.3,51.3,87.4,0,9900,0,0,0,19500,0,600,0,0,30000
651152.53,4765673.85,-395.91,3,0.45,0.18,90.2,60.4,0,12900,0,0,0,16500,0,600,0,0,30000
651153.59,4765673.47,-397.56,3,0.31,0.14,26.9,55.2,0,5400,0,0,0,24000,0,600,0,0,30000
651155.7,4765672.7,-400.88,3,0.25,0.06,22.9,87,0,6250,0,0,0,18250,0,500,0,0,25000
651156.75,4765672.32,-402.53,3,0.49,0.09,32.1,36,0,10800,0,0,0,28000,0,1200,0,0,40000
651157.8,4765671.94,-404.19,3,0.41,0.19,31.1,51.6,0,11500,0,0,0,37500,0,1000,0,0,50000
651159.91,4765671.18,-407.5,3,0.26,0.23,10.65,82.6,0,9200,0,0,0,30000,0,800,0,0,40000
651163.07,4765670.03,-412.47,3,0.24,0.03,8.77,57,0,9000,0,0,0,6000,0,0,0,0,15000
651165.18,4765669.27,-415.78,3,0.21,0.08,13.9,46.4,0,9600,0,0,0,10000,0,400,0,0,20000
651167.32,4765668.44,-419.06,3,0.18,0.04,6.36,28.9,0,7500,0,0,0,22500,0,0,0,0,30000
651169.46,4765667.61,-422.34,3,0.23,0.14,9.31,55.1,0,4000,0,0,0,16000,0,0,0,0,20000
651170.53,4765667.2,-423.98,3,0.15,0.17,21,66,0,5000,0,0,0,20000,0,0,0,0,25000
651172.67,4765666.37,-427.25,3,0.42,0.08,34.4,217,0,7000,0,0,0,12600,0,400,0,0,20000
651175.88,4765665.13,-432.17,3,0.43,0.1,12,28.5,0,7000,0,0,0,13000,0,0,0,0,20000
651179.09,4765663.89,-437.08,3,0.37,0.03,20.4,46.8,0,4000,0,0,0,16000,0,0,0,0,20000
651180.16,4765663.43,-438.71,3,0.24,0.06,18,44.7,0,3750,0,0,0,21250,0,0,0,0,25000
651184.44,4765661.59,-445.21,3,0.3,0.1,41.5,39.3,0,4500,0,0,0,10500,0,0,0,0,15000
651186.58,4765660.67,-448.46,3,0.18,0.02,19.1,59.1,0,2000,0,0,0,8000,0,0,0,0,10000
651187.65,4765660.21,-450.09,3,0.29,0.02,22,123,0,3000,0,0,0,17000,0,0,0,0,20000
651188.72,4765659.75,-451.71,3,0.21,0.02,12.8,142,0,2250,0,0,0,12750,0,0,0,0,15000
650503.26,4765466.75,807.78,1,0.08,0.08,15.25,42,0,1147.5,0,0,0,15852.5,0,0,0,0,17000
650503.66,4765466.78,805.82,1,0.14,0.07,18.95,37.6,0,3000,0,0,0,27000,0,0,0,0,30000
